IDT,IDNA,IDNB,NEFNNA,NEFNNB,NEFNA,NEFNB,NEFPA,NEFPB,NEFPPA,NEFPPB,NEFNENA,NEFNENB,NEFNCA,NEFNCB,NEFPCA,NEFPCB,NEFEA,NEFEB,NEFECA,NEFECB,NITDA,NITDB,NITFA,NITFB,NITAA,NITAB,NITMA,NITMB,NITCDFA,NITCDFB,NITCFAA,NITCFAB,NITEA,NITEB,NITAIA,NITAIB,NITCFAIA,NITCFAIB,NITEIA,NITEIB,NPDRA,NPDRB,NPDDA,NPDDB,NAMBA,NAMBB,NAFA,NAFB,NIPPA,NIPPB,NIPDA,NIPDB,NIDGA,NIDGB,NIDPA,NIDPB,NIDDA,NIDDB
8,240523_03_BB217_GA.XLSX,240523_03_BB217_SC.XLSX,False,False,False,False,False,True,True,False,False,False,False,False,True,True,2,1,1,1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
9,240523_03_BB217_GA.XLSX,240523_03_BB217_SC.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
10,240523_03_BB217_GA.XLSX,240523_03_BB217_SC.XLSX,False,False,True,True,False,False,False,False,False,False,True,True,False,False,-1,-1,-1,-1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,240524_01_BC101_AB.XLSX,240524_01_BC101_SC.XLSX,False,False,True,False,True,True,False,False,False,False,True,False,True,True,-1,1,-1,1,False,False,True,True,False,False,False,False,True,True,True,True,0.0,0.0,False,False,True,True,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
2,240524_01_BC101_AB.XLSX,240524_01_BC101_SC.XLSX,False,False,False,False,False,True,False,False,True,False,False,False,False,True,0,1,0,1,False,False,True,True,False,False,False,False,True,True,True,True,0.0,0.0,False,False,True,True,0,0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
3,240524_01_BC101_AB.XLSX,240524_01_BC101_SC.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,False,True,True,False,False,False,False,True,True,True,1.0,0.0,True,False,True,True,1,0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
4,240524_01_BC101_AB.XLSX,240524_01_BC101_SC.XLSX,False,False,False,False,True,True,False,False,False,False,False,False,True,True,1,1,1,1,False,False,False,True,True,False,False,False,False,True,True,True,1.0,0.0,True,False,True,True,1,0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
5,240524_01_BC101_AB.XLSX,240524_01_BC101_SC.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,False,True,True,False,False,False,False,True,True,True,1.0,0.0,True,False,True,True,1,0,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
6,240524_01_BC101_AB.XLSX,240524_01_BC101_SC.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,False,True,True,False,False,False,False,True,True,True,1.0,0.0,True,False,True,True,1,0,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False
7,240524_01_BC101_AB.XLSX,240524_01_BC101_SC.XLSX,False,False,False,False,True,True,False,False,False,False,False,False,True,True,1,1,1,1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False
8,240524_01_BC101_AB.XLSX,240524_01_BC101_SC.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,False,True,True,False,False,False,False,True,True,True,1.0,0.0,True,False,True,True,1,0,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False
9,240524_01_BC101_AB.XLSX,240524_01_BC101_SC.XLSX,False,False,False,False,True,False,True,True,False,False,False,False,True,True,2,2,1,1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
10,240524_01_BC101_AB.XLSX,240524_01_BC101_SC.XLSX,False,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,1,0,False,False,True,True,False,False,False,False,True,True,True,True,0.0,0.0,False,False,True,True,0,0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1,240524_03_BC103_SC.XLSX,240524_03_BC103_SZ.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2,240524_03_BC103_SC.XLSX,240524_03_BC103_SZ.XLSX,False,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,1,0,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
3,240524_03_BC103_SC.XLSX,240524_03_BC103_SZ.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,True,False,False,True,False,False,True,False,True,True,0.0,1.0,False,True,True,True,0,1,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
4,240524_03_BC103_SC.XLSX,240524_03_BC103_SZ.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,True,True,False,False,False,False,True,True,True,True,0.0,0.0,False,False,True,True,0,0,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
5,240524_03_BC103_SC.XLSX,240524_03_BC103_SZ.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
6,240524_03_BC103_SC.XLSX,240524_03_BC103_SZ.XLSX,False,False,False,False,True,True,False,False,False,False,False,False,True,True,1,1,1,1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
7,240524_03_BC103_SC.XLSX,240524_03_BC103_SZ.XLSX,False,False,False,False,False,True,False,False,True,False,False,False,False,True,0,1,0,1,False,False,True,False,False,True,False,False,True,False,True,True,0.0,1.0,False,True,True,True,0,1,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False
8,240524_03_BC103_SC.XLSX,240524_03_BC103_SZ.XLSX,True,False,False,False,False,False,False,False,False,True,True,False,False,False,-2,0,-1,0,False,False,False,True,True,False,False,False,False,True,True,True,1.0,0.0,True,False,True,True,1,0,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
9,240524_03_BC103_SC.XLSX,240524_03_BC103_SZ.XLSX,False,False,False,False,False,True,False,False,True,False,False,False,False,True,0,1,0,1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False
10,240524_03_BC103_SC.XLSX,240524_03_BC103_SZ.XLSX,False,False,False,False,False,True,False,False,True,False,False,False,False,True,0,1,0,1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False
1,240524_05_BC115_AB.XLSX,240524_05_BC115_SC.XLSX,False,False,False,True,False,False,False,False,True,False,False,True,False,False,0,-1,0,-1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2,240524_05_BC115_AB.XLSX,240524_05_BC115_SC.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
3,240524_05_BC115_AB.XLSX,240524_05_BC115_SC.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
4,240524_05_BC115_AB.XLSX,240524_05_BC115_SC.XLSX,False,False,True,True,False,False,False,False,False,False,True,True,False,False,-1,-1,-1,-1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False
5,240524_05_BC115_AB.XLSX,240524_05_BC115_SC.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,240524_05_BC115_AB.XLSX,240524_05_BC115_SC.XLSX,False,False,True,False,False,False,False,False,False,True,True,False,False,False,-1,0,-1,0,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
7,240524_05_BC115_AB.XLSX,240524_05_BC115_SC.XLSX,False,False,False,False,False,True,False,False,True,False,False,False,False,True,0,1,0,1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
8,240524_05_BC115_AB.XLSX,240524_05_BC115_SC.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,240524_05_BC115_AB.XLSX,240524_05_BC115_SC.XLSX,False,False,False,False,True,True,False,False,False,False,False,False,True,True,1,1,1,1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
10,240524_05_BC115_AB.XLSX,240524_05_BC115_SC.XLSX,False,False,False,False,False,True,False,False,True,False,False,False,False,True,0,1,0,1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,240527_02_AA412_KL.XLSX,240527_02_AA412_LL.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
2,240527_02_AA412_KL.XLSX,240527_02_AA412_LL.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
3,240527_02_AA412_KL.XLSX,240527_02_AA412_LL.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,True,True,False,False,False,False,True,True,True,True,0.0,0.0,False,False,True,True,0,0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
4,240527_02_AA412_KL.XLSX,240527_02_AA412_LL.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
5,240527_02_AA412_KL.XLSX,240527_02_AA412_LL.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
6,240527_02_AA412_KL.XLSX,240527_02_AA412_LL.XLSX,False,False,False,False,True,True,False,False,False,False,False,False,True,True,1,1,1,1,False,False,True,False,False,True,False,False,True,False,True,True,0.0,1.0,False,True,True,True,0,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
7,240527_02_AA412_KL.XLSX,240527_02_AA412_LL.XLSX,False,False,True,True,True,False,False,True,False,False,True,True,True,True,-1,-1,-1,-1,False,False,True,False,False,True,False,False,True,False,True,True,0.0,1.0,False,True,True,True,0,1,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
8,240527_02_AA412_KL.XLSX,240527_02_AA412_LL.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,True,False,False,True,False,False,True,False,True,True,0.0,1.0,False,True,True,True,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
9,240527_02_AA412_KL.XLSX,240527_02_AA412_LL.XLSX,False,False,True,True,False,False,False,False,False,False,True,True,False,False,-1,-1,-1,-1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10,240527_02_AA412_KL.XLSX,240527_02_AA412_LL.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,240528_03_AB408_KL.XLSX,240528_03_AB408_PVM.XLSX,True,True,False,False,False,False,False,False,False,False,True,True,False,False,-2,-2,-1,-1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False
2,240528_03_AB408_KL.XLSX,240528_03_AB408_PVM.XLSX,True,False,False,False,False,False,False,False,False,True,True,False,False,False,-2,0,-1,0,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
3,240528_03_AB408_KL.XLSX,240528_03_AB408_PVM.XLSX,False,False,False,True,True,False,False,False,False,False,False,True,True,False,1,-1,1,-1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False
4,240528_03_AB408_KL.XLSX,240528_03_AB408_PVM.XLSX,True,False,False,False,False,False,False,False,False,True,True,False,False,False,-2,0,-1,0,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False
5,240528_03_AB408_KL.XLSX,240528_03_AB408_PVM.XLSX,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0,-2,0,-1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False
6,240528_03_AB408_KL.XLSX,240528_03_AB408_PVM.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,True,False,False,True,False,False,True,False,True,True,0.0,1.0,False,True,True,True,0,1,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False
7,240528_03_AB408_KL.XLSX,240528_03_AB408_PVM.XLSX,False,False,False,True,False,False,False,False,True,False,False,True,False,False,0,-1,0,-1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False
8,240528_03_AB408_KL.XLSX,240528_03_AB408_PVM.XLSX,False,False,False,False,True,True,False,False,False,False,False,False,True,True,1,1,1,1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
9,240528_03_AB408_KL.XLSX,240528_03_AB408_PVM.XLSX,False,False,False,False,True,False,False,True,False,False,False,False,True,True,1,2,1,1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False
10,240528_03_AB408_KL.XLSX,240528_03_AB408_PVM.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,True,False,False,True,False,False,True,False,True,True,0.0,1.0,False,True,True,True,0,1,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1,240529_03_BA317_GA.XLSX,240529_03_BA317_JF.XLSX,False,False,False,False,False,True,False,False,True,False,False,False,False,True,0,1,0,1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,True,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False
2,240529_03_BA317_GA.XLSX,240529_03_BA317_JF.XLSX,True,True,False,False,False,False,False,False,False,False,True,True,False,False,-2,-2,-1,-1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,True,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False
3,240529_03_BA317_GA.XLSX,240529_03_BA317_JF.XLSX,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0,-2,0,-1,False,False,False,True,True,False,False,False,False,True,True,True,1.0,0.0,True,False,True,True,1,0,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,False,False
4,240529_03_BA317_GA.XLSX,240529_03_BA317_JF.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,240529_03_BA317_GA.XLSX,240529_03_BA317_JF.XLSX,False,False,False,False,False,True,False,False,True,False,False,False,False,True,0,1,0,1,False,False,True,True,False,False,False,False,True,True,True,True,0.0,0.0,False,False,True,True,0,0,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
6,240529_03_BA317_GA.XLSX,240529_03_BA317_JF.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,True,True,False,False,False,False,True,True,True,True,0.0,0.0,False,False,True,True,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
7,240529_03_BA317_GA.XLSX,240529_03_BA317_JF.XLSX,False,False,False,False,False,True,False,False,True,False,False,False,False,True,0,1,0,1,False,False,True,False,False,True,False,False,True,False,True,True,0.0,1.0,False,True,True,True,0,1,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False
8,240529_03_BA317_GA.XLSX,240529_03_BA317_JF.XLSX,False,False,False,True,False,False,False,False,True,False,False,True,False,False,0,-1,0,-1,False,False,True,False,False,True,False,False,True,False,True,True,0.0,1.0,False,True,True,True,0,1,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
9,240529_03_BA317_GA.XLSX,240529_03_BA317_JF.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,True,False,False,True,False,False,True,False,True,True,0.0,1.0,False,True,True,True,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
10,240529_03_BA317_GA.XLSX,240529_03_BA317_JF.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,True,False,False,True,False,False,True,False,True,True,0.0,1.0,False,True,True,True,0,1,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False
1,240529_06_BA303_GA.XLSX,240529_06_BA303_JF.XLSX,False,False,False,False,False,True,False,False,True,False,False,False,False,True,0,1,0,1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False
2,240529_06_BA303_GA.XLSX,240529_06_BA303_JF.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False
3,240529_06_BA303_GA.XLSX,240529_06_BA303_JF.XLSX,False,False,False,True,False,False,False,False,True,False,False,True,False,False,0,-1,0,-1,False,False,False,False,False,True,True,False,False,False,False,True,,1.0,True,True,True,True,1,1,False,False,False,False,True,True,True,False,False,True,False,True,False,False,False,False,False,False
4,240529_06_BA303_GA.XLSX,240529_06_BA303_JF.XLSX,False,False,False,False,True,True,False,False,False,False,False,False,True,True,1,1,1,1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False
5,240529_06_BA303_GA.XLSX,240529_06_BA303_JF.XLSX,False,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,1,0,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
6,240529_06_BA303_GA.XLSX,240529_06_BA303_JF.XLSX,False,False,False,False,True,True,False,False,False,False,False,False,True,True,1,1,1,1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
7,240529_06_BA303_GA.XLSX,240529_06_BA303_JF.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,False,True,True,False,False,False,False,True,True,True,1.0,0.0,True,False,True,True,1,0,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False
8,240529_06_BA303_GA.XLSX,240529_06_BA303_JF.XLSX,False,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,1,0,False,False,False,True,True,False,False,False,False,True,True,True,1.0,0.0,True,False,True,True,1,0,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False
9,240529_06_BA303_GA.XLSX,240529_06_BA303_JF.XLSX,False,False,False,False,True,True,False,False,False,False,False,False,True,True,1,1,1,1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,True,True,False,False,True,True,True,True,False,False,False,False,False,False
10,240529_06_BA303_GA.XLSX,240529_06_BA303_JF.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False
1,240530_03_BC104_AB.XLSX,240530_03_BC104_GA.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,240530_03_BC104_AB.XLSX,240530_03_BC104_GA.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False
3,240530_03_BC104_AB.XLSX,240530_03_BC104_GA.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,240530_03_BC104_AB.XLSX,240530_03_BC104_GA.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
5,240530_03_BC104_AB.XLSX,240530_03_BC104_GA.XLSX,False,False,False,False,True,True,False,False,False,False,False,False,True,True,1,1,1,1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
6,240530_03_BC104_AB.XLSX,240530_03_BC104_GA.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,True,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False
7,240530_03_BC104_AB.XLSX,240530_03_BC104_GA.XLSX,False,False,False,False,True,True,False,False,False,False,False,False,True,True,1,1,1,1,False,True,True,False,False,False,False,False,True,True,True,False,0.0,-1.0,False,False,True,False,0,-1,False,True,True,True,False,False,False,True,False,False,True,True,False,False,True,True,False,False
8,240530_03_BC104_AB.XLSX,240530_03_BC104_GA.XLSX,False,False,True,False,False,False,False,False,False,True,True,False,False,False,-1,0,-1,0,False,True,True,False,False,False,False,False,True,True,True,False,0.0,-1.0,False,False,True,False,0,-1,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
9,240530_03_BC104_AB.XLSX,240530_03_BC104_GA.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,True,True,False,False,False,False,False,False,True,True,False,False,-1.0,-1.0,False,False,False,False,-1,-1,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
10,240530_03_BC104_AB.XLSX,240530_03_BC104_GA.XLSX,False,False,False,False,False,True,False,False,True,False,False,False,False,True,0,1,0,1,False,False,True,True,False,False,False,False,True,True,True,True,0.0,0.0,False,False,True,True,0,0,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,240530_05_BC108_AB.XLSX,240530_05_BC108_GA.XLSX,False,False,True,False,False,True,False,False,False,False,True,False,False,True,-1,1,-1,1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False
2,240530_05_BC108_AB.XLSX,240530_05_BC108_GA.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
3,240530_05_BC108_AB.XLSX,240530_05_BC108_GA.XLSX,False,False,False,False,True,True,False,False,False,False,False,False,True,True,1,1,1,1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
4,240530_05_BC108_AB.XLSX,240530_05_BC108_GA.XLSX,False,False,False,False,True,True,False,False,False,False,False,False,True,True,1,1,1,1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
5,240530_05_BC108_AB.XLSX,240530_05_BC108_GA.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
6,240530_05_BC108_AB.XLSX,240530_05_BC108_GA.XLSX,False,False,False,False,True,True,True,False,False,False,False,False,True,True,2,1,1,1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
