Sujeto,Onset,Offset
Adultx,49407,50031
Adultx,50284,52124
Adultx,53558,53811
Niñx,53811,53828
Adultx,53828,53862
Niñx,53862,55245
Adultx,54368,54435
Niñx,55971,57608
Niñx,58401,59987
Adultx,58435,58806
Adultx,58958,59447
Niñx,60274,63329
Adultx,60291,61169
Niñx,63936,65505
Adultx,64611,64965
Niñx,66214,67851
Adultx,66906,67379
Niñx,68695,71648
Niñx,72576,74230
Adultx,72728,72998
Adultx,73234,73605
Niñx,77723,78027
Niñx,78955,81149
Niñx,81469,91375
Adultx,82060,82566
Niñx,93771,94429
Adultx,93839,94379
Niñx,94615,96117
Niñx,96572,99644
Niñx,100217,100639
Niñx,102090,103626
Niñx,105077,106647
Niñx,107811,108098
Niñx,110039,111608
Niñx,112114,112789
Niñx,113481,114207
Adultx,113515,114089
Niñx,114882,118037
Adultx,116485,116535
Adultx,116552,116670
Adultx,116704,117025
Niñx,118155,118830
Niñx,149020,149796
Niñx,151062,151838
Niñx,153660,155820
Niñx,156782,158504
Niñx,158605,163313
Niñx,178905,179614
Niñx,191680,192287
Niñx,192996,193705
Niñx,194177,196624
Niñx,196962,199746
Adultx,198902,199324
Niñx,201349,202345
Niñx,203526,203594
Niñx,203644,204336
Niñx,205416,205720
Niñx,206209,207593
Niñx,207947,208521
Niñx,208926,211643
Niñx,213111,214242
Niñx,214714,215946
Niñx,216368,218325
Niñx,218967,219692
Niñx,219962,221076
Adultx,228332,228383
Niñx,228383,228771
Adultx,228771,228839
Niñx,231522,232180
Niñx,232467,239909
Niñx,241292,243081
Niñx,244026,245089
Niñx,245612,246675
Niñx,247182,248633
Niñx,249325,250101
Niñx,251249,252362
Niñx,252835,253864
Niñx,254505,254910
Niñx,255349,256395
Niñx,257813,258775
Niñx,258977,259062
Niñx,259382,265778
Niñx,266757,269052
Niñx,270081,271583
Niñx,274215,274722
Niñx,274755,275565
Niñx,276814,277607
Niñx,278417,279210
Niñx,281050,284661
Niñx,285944,288627
Niñx,302920,303224
Niñx,307088,307510
Niñx,307645,308202
Niñx,309214,309974
Adultx,310311,310514
Niñx,311492,311880
Adultx,312640,313079
