Sujeto,Onset,Offset
Adultx,16568,18053
Adultx,18171,18728
Niñx,18728,18745
Adultx,19285,19302
Niñx,19302,19757
Adultx,19757,19791
Adultx,19909,19977
Niñx,19977,21394
Niñx,23402,23959
Niñx,24668,26372
Niñx,27722,29444
Niñx,31435,33190
Niñx,34304,36632
Niñx,36750,37324
Niñx,40311,42758
Niñx,43197,43652
Niñx,44766,45593
Adultx,46319,46977
Niñx,47247,47736
Niñx,49019,50369
Niñx,50689,52292
Niñx,53035,53744
Niñx,54233,54756
Niñx,55819,57642
Niñx,58519,60308
Niñx,61084,62856
Niñx,63750,65505
Niñx,66197,67547
Niñx,67902,69539
Niñx,70551,71243
Niñx,72795,74702
Adultx,72829,74044
Niñx,76440,79950
Niñx,82026,83241
Adultx,82127,84844
Niñx,84591,86751
Niñx,87578,91965
Niñx,92337,94058
Niñx,94817,95172
Adultx,95172,95273
Adultx,95948,97028
Niñx,97332,100150
Niñx,100335,103069
Adultx,103407,105617
Niñx,104234,105752
Adultx,105752,105921
Niñx,105921,106022
Adultx,106022,106124
Niñx,106124,106309
Adultx,106309,106900
Niñx,107963,109195
Adultx,109499,110258
Niñx,110697,113042
Niñx,113869,114679
Niñx,115793,117059
Niñx,117953,119303
Niñx,119826,122762
Adultx,120737,121328
Niñx,124298,126154
Adultx,131132,133275
Niñx,133596,138135
Adultx,134828,136448
Niñx,138490,138507
Adultx,138507,138524
Niñx,138524,138540
Adultx,138540,139671
Niñx,138557,138945
Niñx,140667,142422
Adultx,145004,146033
Niñx,146505,147383
Adultx,149526,150100
Adultx,152935,154032
Niñx,154690,158807
Niñx,161541,163650
Niñx,164562,164933
Adultx,165675,166485
Adultx,166722,166975
Adultx,167042,167059
Niñx,167059,170367
Niñx,171025,171464
Niñx,172915,174062
Niñx,179327,179648
Niñx,181369,182550
Niñx,182736,183833
Niñx,184440,185875
Niñx,188659,189554
Niñx,191258,191865
Niñx,193755,195291
Niñx,195915,198582
Niñx,199172,200252
Adultx,199274,199932
Adultx,201737,202176
Niñx,202412,204167
Adultx,204167,206277
Adultx,206361,206378
Niñx,206378,207542
Niñx,208875,209162
Adultx,209162,209820
Niñx,212250,213145
Niñx,215052,216469
Adultx,218612,219675
Adultx,223253,223962
Niñx,223962,223995
Adultx,223995,224029
Adultx,225582,225599
Niñx,225599,226662
Niñx,227050,227792
Niñx,228366,228788
Niñx,229581,229952
Niñx,230492,231420
Niñx,232264,232787
Niñx,233074,233361
Niñx,233969,234525
Niñx,235386,238997
Niñx,239166,239672
Niñx,240499,243115
Adultx,240533,241444
Niñx,243199,244178
Niñx,244853,245612
Niñx,249612,250928
Niñx,252919,255737
Niñx,260209,260952
Adultx,261593,261880
Niñx,261880,262032
Adultx,262032,262437
Niñx,262437,262470
Adultx,262470,263280
Niñx,263280,263297
Niñx,263652,265170
Adultx,266082,267887
Niñx,269457,272460
Niñx,273726,275329
Adultx,288745,290652
Adultx,290972,293689
Niñx,295765,296355
Adultx,297975,298600
Niñx,299039,299562
Adultx,299562,299595
Niñx,300321,302819
Niñx,302970,303038
Niñx,303544,304152
Adultx,305687,305772
Niñx,305772,309569
Niñx,310159,311442
Niñx,312032,312994
Niñx,313112,317652
Niñx,320909,322461
Niñx,324975,326005
Adultx,326005,326072
Niñx,326275,334982
Adultx,329380,329414
Adultx,331894,332384
Niñx,335522,335539
Niñx,335725,338408
Adultx,338408,339100
Adultx,339539,340872
Niñx,340872,342019
Adultx,340922,341327
Niñx,342475,342779
Niñx,343740,350389
Adultx,345040,345630
Adultx,346424,346710
Adultx,347757,347858
Niñx,352060,356059
Adultx,355958,356009
Adultx,356059,356312
Niñx,356785,360126
Niñx,360295,364345
Adultx,361898,362421
Niñx,367889,369424
Adultx,370673,372580
Adultx,372630,372664
Niñx,372664,376984
Niñx,377119,378587
Adultx,378587,378773
Adultx,379127,379988
Niñx,380511,382452
Adultx,381034,381237
Adultx,381608,381675
Niñx,382755,385506
Adultx,383093,383937
Adultx,387700,387902
Adultx,387936,387970
Niñx,387970,388037
Adultx,388830,388864
Niñx,388864,388949
Adultx,388949,388965
Niñx,388965,389033
Adultx,389033,389050
Niñx,389050,389134
Adultx,389134,389151
Niñx,389151,390349
Niñx,391227,397538
Adultx,393083,393758
Adultx,395564,395969
Adultx,396458,397521
Adultx,397740,397791
Niñx,397791,403461
Adultx,398922,399445
Adultx,400744,401706
Adultx,402162,402449
Adultx,403022,403191
Niñx,404609,406701
Niñx,409789,411190
Niñx,414126,420353
Adultx,420353,420387
Niñx,420623,428031
Adultx,425078,425820
Adultx,428031,428976
Niñx,428976,429027
Adultx,429027,429162
Niñx,429162,429415
Adultx,429415,429449
Niñx,429449,429465
Adultx,429465,429972
Niñx,429972,431541
Adultx,430427,431305
Adultx,431541,433853
Adultx,433887,433920
Niñx,433920,435304
Adultx,434899,435895
Niñx,435794,435844
Niñx,435895,436637
Niñx,437245,437802
Adultx,437380,438561
Adultx,439371,441059
Adultx,452837,455571
Adultx,456162,460313
Adultx,460634,460650
Niñx,460650,466219
Niñx,466962,471704
Adultx,467637,468531
Adultx,470489,471012
Adultx,472395,473340
Niñx,473340,475028
Adultx,473374,473560
Adultx,475028,478082
Niñx,478572,480479
Adultx,481424,481609
Niñx,481677,482250
Adultx,482976,484444
Niñx,485457,486554
Niñx,486604,487212
Adultx,487212,487229
Niñx,488562,490992
Adultx,490992,491228
Niñx,491228,491262
Adultx,491262,491312
Niñx,491312,491633
Adultx,491363,491616
Adultx,491633,493354
Adultx,493844,494181
Adultx,494603,495025
Adultx,497725,497759
Niñx,497759,498096
Niñx,498248,507479
Adultx,499952,500020
Adultx,503108,503378
Adultx,505825,505943
Adultx,506027,506280
Adultx,506297,506314
Adultx,506331,506399
Adultx,507479,513047
Niñx,513554,515545
Adultx,517300,517671
Adultx,518245,519544
Adultx,519612,520877
Niñx,520877,521181
Niñx,521417,525029
Niñx,525569,527847
Niñx,529433,530024
Niñx,530361,531407
Adultx,530597,531880
Adultx,532589,532605
Niñx,532605,536774
Adultx,538647,539609
Niñx,540132,541161
Adultx,542039,542258
Niñx,542798,544857
Adultx,544097,544789
Adultx,544857,546055
Niñx,546392,546426
Adultx,546426,546645
Niñx,546645,549396
Adultx,548215,549059
Adultx,549902,551674
Niñx,551674,555707
Adultx,557445,558542
Adultx,559015,559268
Adultx,559335,559791
Niñx,559403,561580
Adultx,561985,562845
Niñx,562845,564921
Niñx,567385,569292
Niñx,569612,571739
Niñx,572329,573966
Adultx,573966,574034
Niñx,574860,574894
Adultx,574894,575029
Niñx,575029,577560
Adultx,576514,576970
Adultx,577560,578219
Niñx,578219,578269
Adultx,578269,578286
Niñx,578286,583855
Adultx,581847,582201
Niñx,584378,585795
Niñx,591516,594570
Adultx,591719,592360
Adultx,593187,593474
Niñx,595971,601439
Adultx,598165,598199
Adultx,598755,598975
Adultx,599447,599549
Adultx,600021,600139
Adultx,600207,600747
Niñx,608324,610214
Adultx,610568,610703
Niñx,610703,610720
Adultx,610720,610855
Adultx,610956,610973
Niñx,610973,611125
Niñx,611462,613065
Adultx,613302,613319
Niñx,613319,615968
Adultx,615968,616474
Adultx,618010,618702
Niñx,619326,621554
Adultx,621874,622650
Niñx,622650,625334
Adultx,623039,623629
Adultx,624760,624878
Adultx,625317,627696
Adultx,628270,630953
Niñx,631544,635594
Niñx,636083,639019
Niñx,639255,640167
Niñx,640335,641027
Niñx,647811,648351
Adultx,649819,649836
Niñx,649836,651540
Niñx,651692,651844
Adultx,651945,652587
Niñx,652587,656333
Adultx,652604,653211
Adultx,655793,656215
Adultx,656333,656974
Niñx,656974,660653
Adultx,657565,658409
Adultx,659455,659522
Adultx,659556,660434
Niñx,662965,664500
Niñx,666424,667420
Adultx,666458,667319
Adultx,667420,667538
Niñx,670643,672465
Adultx,672972,673022
Niñx,673967,675503
Adultx,677275,677292
Niñx,677292,678456
Adultx,677865,678304
Niñx,679452,680228
Niñx,680565,682759
Niñx,682827,684042
Adultx,684042,684852
Niñx,684852,684919
Niñx,686843,687754
Niñx,688497,688851
Adultx,688851,688969
Niñx,688969,695196
Adultx,691028,691045
Adultx,691163,691838
Niñx,695972,696023
Niñx,698065,698419
Niñx,702047,702705
Adultx,702672,702739
Niñx,702739,703262
Adultx,703262,703617
Adultx,707970,708038
Adultx,708207,708240
Niñx,708240,708696
Adultx,708696,708730
Adultx,708747,708814
Adultx,708949,708966
Niñx,711075,712560
Adultx,711177,712122
Niñx,712814,715210
Niñx,716729,720222
Niñx,722432,723023
Niñx,723327,723563
Niñx,730583,731241
Niñx,733755,735105
Adultx,735105,735240
Adultx,735325,737519
Niñx,737637,739172
Niñx,740168,742547
Adultx,743391,744032
Adultx,744100,744117
Niñx,744117,746935
Adultx,747104,748015
Adultx,748065,748082
Adultx,748099,748116
Niñx,748116,749466
Adultx,749466,750057
Niñx,750495,753060
Adultx,752267,753803
Niñx,753803,754849
Adultx,758039,759203
Adultx,759422,759473
Niñx,759473,761650
Niñx,762477,763506
Adultx,765970,766797
Niñx,766797,770020
Adultx,768518,769969
Adultx,770020,770459
Adultx,770864,770880
Niñx,770880,771825
Adultx,770914,773479
Adultx,773597,773614
Adultx,773985,774171
Niñx,775099,779537
Adultx,777175,777850
Adultx,778255,778559
Adultx,780482,780567
Niñx,780567,782440
Adultx,782440,782457
Niñx,782457,782575
Adultx,782575,782592
Niñx,783014,783756
Niñx,784701,789359
Adultx,788042,788447
Niñx,790067,792244
Adultx,790219,790911
Niñx,792717,794320
Adultx,793662,794269
Adultx,794320,794354
Niñx,794759,796024
Adultx,796024,797020
Niñx,797020,800091
Adultx,797037,797644
Adultx,797661,797745
Adultx,800969,800985
Adultx,801019,801947
Niñx,801947,801964
Adultx,801964,808545
Niñx,803702,808427
