Sujeto,Onset,Offset
Adultx,326039,326984
Adultx,327675,333126
Niñx,334830,336164
Adultx,338155,348499
Adultx,348820,349394
Niñx,349073,350035
Adultx,350035,352667
Adultx,352904,355350
Adultx,359856,362809
Adultx,362978,363029
Adultx,363096,365745
Adultx,366707,367129
Niñx,366792,367011
Niñx,367129,367315
Niñx,367602,367720
Adultx,367720,368277
Niñx,367754,368209
Niñx,368277,368597
Adultx,368597,370319
Niñx,368699,368969
Niñx,370099,370302
Niñx,370319,370673
Niñx,370875,371213
Adultx,371618,373272
Adultx,373862,375381
Adultx,378334,379043
Adultx,379094,380275
Adultx,382384,382924
Niñx,387227,387767
Niñx,388257,389303
Adultx,390906,393471
Niñx,391176,392357
Niñx,392475,392897
Adultx,395412,397960
Adultx,397977,399293
Adultx,400170,401284
Niñx,401453,402702
Adultx,402027,402600
Adultx,403360,406735
Niñx,406735,407039
Niñx,407579,408135
Adultx,409604,412354
Adultx,414447,415088
Adultx,417164,417889
Adultx,419594,432334
Adultx,433364,435439
Adultx,436232,438021
Niñx,439540,440029
Adultx,440350,441126
Adultx,444771,446020
Adultx,446644,448804
Adultx,454305,455740
Adultx,457107,457934
Adultx,458912,459250
Adultx,459975,460482
Adultx,462000,463384
Adultx,466709,467012
Niñx,467012,467029
Adultx,467029,467282
Adultx,468599,474252
Niñx,471400,471771
Adultx,474589,482166
Niñx,475872,476344
Niñx,477222,477829
Adultx,482284,483600
Adultx,484697,486655
Adultx,486975,487026
Adultx,487499,488089
Adultx,489287,490232
Adultx,490469,491228
Adultx,491464,493995
Niñx,491852,492595
Adultx,496240,497505
Niñx,497809,499007
Adultx,499142,500745
Adultx,502163,503597
Niñx,503597,503665
Adultx,503665,503682
Niñx,503682,503749
Adultx,503749,504458
Niñx,503766,503969
Adultx,505909,506179
Adultx,507614,510702
Adultx,513149,513722
Adultx,516659,518819
Adultx,519224,519460
Adultx,519662,522649
Adultx,523830,524320
Adultx,524489,525197
Adultx,526294,529163
Adultx,530057,534293
Adultx,534951,536014
Adultx,536149,538377
Adultx,539895,540385
Adultx,540891,541364
Adultx,541448,541937
Adultx,542646,544047
Adultx,544975,545717
Adultx,546207,546527
Adultx,546966,547776
Adultx,547962,548873
Adultx,550004,556787
Niñx,556787,557378
Adultx,557378,558728
Adultx,559335,563453
Adultx,566237,566676
Adultx,570237,570574
Niñx,570574,570827
Adultx,570827,570979
Niñx,570979,570996
Niñx,574894,575029
Adultx,576379,576869
Adultx,579990,581256
Adultx,581391,582285
Niñx,581712,582150
Adultx,582488,583450
Adultx,583990,585492
Adultx,586049,598435
Adultx,600173,602012
Adultx,604409,605674
Adultx,607817,609707
Niñx,607986,608121
Adultx,611395,612627
Adultx,613943,615445
Adultx,618094,618516
Adultx,623140,627004
Adultx,633434,633974
Adultx,644385,645195
Adultx,645668,646579
Adultx,648570,653346
Niñx,648857,649330
Adultx,655185,656755
Adultx,663218,668449
Adultx,668483,668939
Adultx,668972,669023
Adultx,669192,671453
Adultx,673934,674744
Adultx,675908,677764
Niñx,690150,692378
Adultx,692597,695415
Adultx,695753,696563
Niñx,696597,697592
Adultx,699567,701220
Adultx,702064,706722
Adultx,706907,709641
Adultx,711295,713168
Niñx,713168,713286
Adultx,715902,716914
Adultx,717555,723310
Niñx,723310,723630
Adultx,723630,725234
Adultx,725959,726887
Adultx,728119,728811
Niñx,728980,731174
Adultx,731174,732017
Niñx,731730,732456
Adultx,732085,732102
Adultx,732270,733857
Adultx,741299,749989
Adultx,750107,760536
Niñx,752942,753533
Adultx,761009,765700
Niñx,766847,767404
Adultx,769395,769851
Adultx,773327,774762
Adultx,774964,778002
Adultx,778812,780854
Adultx,782625,785916
Niñx,783334,783773
Adultx,787502,788717
Adultx,789325,790101
Adultx,790962,791822
Adultx,791974,792025
Adultx,792295,797661
Adultx,797880,798471
Niñx,799028,799450
Adultx,799703,804310
Adultx,804580,805913
Niñx,806639,806993
Adultx,807465,807870
Niñx,807870,808005
Niñx,808512,808967
Adultx,809136,810570
Adultx,812849,820257
Adultx,821556,822450
Adultx,823379,825420
Adultx,827429,830534
Adultx,830804,832170
Adultx,833234,834702
Niñx,836541,839460
Adultx,841637,843848
Niñx,843595,843679
Niñx,843848,845957
Adultx,849062,850277
Adultx,850885,851425
Adultx,851526,852015
Adultx,852117,852134
Niñx,852134,852150
Adultx,852150,852522
Niñx,852522,852606
Adultx,852944,853163
Niñx,853551,855070
Adultx,855492,856521
Niñx,858968,860132
Adultx,861128,863490
Adultx,863642,864233
Niñx,864233,864840
Adultx,864840,865094
Niñx,865532,867068
Adultx,867135,870375
Adultx,872198,873362
Adultx,874392,875607
Adultx,875809,877750
Adultx,878087,881547
Adultx,882019,886238
Adultx,887149,889799
Adultx,889849,892515
Niñx,890035,890710
Niñx,891554,891756
Niñx,891773,896312
Adultx,893106,893410
Adultx,896042,896346
Adultx,897156,897882
Niñx,898405,898658
Niñx,900784,902337
Adultx,902337,905205
Adultx,905762,909407
Adultx,909492,910589
Adultx,911331,913052
Adultx,916140,917963
Niñx,917963,918149
Adultx,918149,918537
Niñx,918165,918520
Niñx,918537,918554
Adultx,918554,918570
Adultx,918739,918756
Niñx,918756,920528
Adultx,921642,926232
Niñx,922283,922452
Adultx,932020,933201
Adultx,933370,935867
Adultx,941892,944018
Adultx,944929,946482
Adultx,946566,947207
Adultx,948254,949215
Niñx,950549,951240
Niñx,953569,954970
Niñx,958092,961264
Niñx,961804,962294
Adultx,962007,963171
Niñx,963762,964740
Adultx,964740,964757
Adultx,964825,979658
Niñx,979860,980974
Adultx,980586,981194
Adultx,982999,984029
Adultx,984383,984839
Adultx,987100,988112
Adultx,1001798,1004802
Adultx,1007822,1009949
Adultx,1011096,1012058
Adultx,1015247,1016142
Niñx,1016142,1016429
Adultx,1016429,1016547
Niñx,1016547,1016564
Adultx,1016564,1016834
Niñx,1016834,1016918
Adultx,1016918,1017019
Niñx,1017019,1017053
Adultx,1017509,1017897
Adultx,1022301,1024309
Niñx,1022875,1022909
Niñx,1022925,1022959
Niñx,1024613,1026368
Adultx,1025119,1026030
Adultx,1027245,1028005
Niñx,1028275,1029017
Adultx,1029895,1032375
Adultx,1036223,1039564
Adultx,1042568,1044694
Adultx,1045403,1046112
Adultx,1046365,1047090
Niñx,1047090,1049250
Adultx,1048964,1051124
Niñx,1051360,1054853
Adultx,1053469,1053975
Adultx,1054380,1054397
Adultx,1054431,1054482
Niñx,1055629,1056625
