Sujeto,Onset,Offset
Niñx,116333,116940
Niñx,117025,118510
Adultx,119573,120383
Adultx,121294,121750
Adultx,121902,123184
Adultx,124197,125715
Niñx,125479,126964
Adultx,127369,128534
Adultx,130204,130964
Niñx,130778,130896
Niñx,130964,131200
Adultx,131200,133124
Niñx,133090,134777
Adultx,134895,136448
Niñx,136448,136870
Adultx,136870,137849
Niñx,137764,140447
Adultx,138591,139975
Niñx,140650,141443
Adultx,140684,141477
Niñx,141865,141882
Adultx,141882,143417
Niñx,141915,142287
Adultx,144059,145527
Niñx,145982,146033
Niñx,146252,146691
Niñx,146995,150370
Adultx,150589,151298
Niñx,151315,151939
Adultx,152800,154521
Adultx,155770,156259
Niñx,157778,158655
Adultx,158925,160664
Niñx,161592,161659
Adultx,161659,162773
Niñx,161693,162030
Niñx,162773,162942
Niñx,162959,162975
Adultx,163684,166705
Adultx,167262,167886
Adultx,168865,169506
Adultx,169607,172999
Adultx,173286,174366
Niñx,175007,176796
Adultx,175784,176239
Adultx,176307,177910
Adultx,182618,183074
Adultx,185571,190094
Niñx,186550,186719
Adultx,190532,191039
Adultx,191764,201029
Adultx,201822,205821
Adultx,206935,208859
Adultx,209027,210209
Adultx,210951,212385
Adultx,221734,223523
Adultx,224434,225008
Niñx,226240,227134
Adultx,227775,230020
Adultx,230661,237495
Niñx,235352,235420
Adultx,237664,238525
Adultx,239419,240027
Niñx,240027,240634
Adultx,240634,240702
Adultx,241225,241630
Adultx,242001,242035
Adultx,242052,242170
Niñx,242440,242912
Niñx,245444,247604
Adultx,246152,246507
Adultx,248430,251181
Adultx,251367,252143
Niñx,251687,251755
Adultx,254826,256969
Adultx,259062,264563
Adultx,278384,279885
Adultx,288036,293267
Adultx,294938,295545
Adultx,295647,297790
Adultx,301452,303139
Adultx,303224,304742
Niñx,304742,304759
Niñx,304827,305282
Adultx,305417,308370
Adultx,309400,313062
Adultx,314429,316521
Adultx,318175,319744
Adultx,322022,323355
Niñx,322748,322934
