Sujeto,Onset,Offset
Adultx,40969,43028
Niñx,43028,47196
Niñx,48209,49660
Niñx,51027,51972
Niñx,52461,54064
Niñx,54115,54284
Niñx,54402,55380
Niñx,56663,60814
Niñx,60882,72272
Niñx,74820,76322
Adultx,75816,76879
Niñx,77234,79225
Adultx,79225,80237
Niñx,80271,85722
Niñx,85975,87730
Niñx,88118,93737
Niñx,93805,94176
Niñx,95745,104234
Niñx,106174,107339
Niñx,107693,111844
Niñx,115253,117599
Niñx,119472,120636
Niñx,123032,126475
Niñx,126559,129175
Niñx,129546,129985
Niñx,130997,131706
Niñx,133292,144750
Niñx,146624,147231
Niñx,149172,150539
Adultx,149340,150066
Niñx,152192,153542
Niñx,154707,155196
Niñx,159162,160917
Niñx,161879,167937
Niñx,169135,170012
Adultx,169287,169405
Niñx,172510,173775
Niñx,174518,175581
Niñx,176121,176745
Niñx,176847,178686
Niñx,180441,182078
Niñx,183124,184508
Niñx,185706,186094
Niñx,186179,189554
Niñx,189672,190060
Niñx,190499,192119
Niñx,195713,198413
Niñx,205197,205922
Niñx,205973,206024
Niñx,207492,207509
Niñx,208774,210968
Niñx,215170,217397
Niñx,219591,221093
Niñx,222460,224772
Niñx,227202,227421
Niñx,229767,230897
Niñx,233361,233952
Niñx,238390,239655
Niñx,241124,243975
Niñx,244313,244380
Niñx,244735,245393
Niñx,251350,251822
Niñx,252936,253358
Niñx,255974,256379
Niñx,258269,258842
Niñx,261255,261711
Niñx,261964,263618
Niñx,265069,266318
Niñx,267854,269119
Niñx,271684,272393
Niñx,273912,274334
Niñx,276122,277236
Niñx,279750,279919
Niñx,281050,282248
Niñx,283328,285522
Niñx,285589,289504
Niñx,292154,292879
Niñx,294297,294634
Niñx,300102,300540
Niñx,300777,303291
Niñx,305502,306818
Niñx,307915,308877
Adultx,308877,309332
Niñx,310058,311678
Adultx,311999,312944
Niñx,313551,315104
Adultx,315424,315762
Adultx,316639,317534
Niñx,317534,317871
Adultx,317871,317955
Adultx,317972,318023
Niñx,318698,324756
Niñx,326123,328300
Adultx,330139,330173
Niñx,330173,330207
Adultx,330207,330730
Niñx,330730,330747
Adultx,330747,330764
Niñx,332637,334223
Niñx,335691,337784
Niñx,339353,340635
Niñx,342880,344247
Niñx,348584,349714
Niñx,353950,357342
Niñx,360615,360902
Niñx,368226,369239
Niñx,371314,372259
Niñx,375381,381203
Niñx,382384,384274
Niñx,388712,392459
Niñx,396576,398061
Niñx,400879,401115
Niñx,401993,404085
Niñx,404389,406195
Adultx,406195,406262
Niñx,408557,410565
Niñx,411510,413839
Niñx,414970,415341
Niñx,415965,420859
Niñx,426782,427559
Niñx,429550,433414
Niñx,434629,438038
Niñx,441852,442392
Niñx,442965,443050
Niñx,443151,448095
Niñx,449445,450323
Niñx,451690,452415
Niñx,455740,457225
Niñx,460026,462186
Niñx,466034,468750
Niñx,468784,469004
Niñx,472092,473070
Niñx,474910,476429
Niñx,476732,477475
Niñx,481795,482605
Niñx,483820,484613
Niñx,486149,487718
Niñx,489237,493827
Niñx,495244,496409
Niñx,497725,499868
Niñx,501235,504340
Niñx,507732,513824
Niñx,517789,518751
Niñx,519139,519224
Niñx,522531,524235
Niñx,529770,530192
Niñx,532454,535424
Niñx,537719,539760
Niñx,541094,541937
Niñx,546747,548080
Niñx,549902,552923
Adultx,552197,552248
Niñx,561209,562626
Niñx,564077,572515
Niñx,575316,575704
Niñx,582606,583028
Adultx,583230,584985
Niñx,584985,585407
Adultx,585002,585070
Niñx,585627,586639
Niñx,586977,587702
Niñx,587972,589862
Niñx,591449,591904
Niñx,593912,594537
Niñx,595178,595735
Niñx,596781,598114
Niñx,598131,598148
Niñx,603177,604814
Niñx,606248,612036
Niñx,612762,613977
Niñx,616761,616913
Niñx,616947,618837
Niñx,619360,620642
Niñx,635087,636994
Niñx,643643,644723
Adultx,648368,648452
Adultx,648520,648537
Niñx,648705,648739
Niñx,648840,650494
Niñx,655253,656924
Niñx,659134,661041
Niñx,666846,667251
Niñx,668314,670035
Adultx,669512,669917
Niñx,670947,671824
Niñx,673174,676178
Niñx,677629,681814
Adultx,677646,678000
Adultx,679992,681021
Adultx,681038,681190
Niñx,681966,683350
Adultx,682118,682590
Niñx,684784,685780
Adultx,685206,685645
Niñx,685965,686607
Niñx,687045,688193
Niñx,688328,693036
Adultx,689712,689864
Niñx,693812,695230
Niñx,695972,696529
Adultx,696985,698470
Niñx,698470,700427
Adultx,698504,698740
Niñx,700799,704460
Adultx,704545,704579
Niñx,704579,706789
Adultx,707279,707565
Niñx,707565,709000
Niñx,709439,710400
Adultx,710265,712712
Niñx,713910,715024
Adultx,715750,717960
Niñx,715935,716256
Niñx,717269,717809
Niñx,717825,719327
Adultx,720019,720053
Adultx,720070,720171
Niñx,720120,720762
Adultx,721774,723344
Niñx,724339,725436
Niñx,725824,727478
Adultx,727478,727512
Adultx,727765,728895
Adultx,728980,730229
Niñx,729014,729047
