Sujeto,Onset,Offset
Adultx,33578,35974
Niñx,35468,35805
Niñx,35974,36042
Adultx,36042,36109
Adultx,36835,36970
Niñx,36970,37037
Adultx,37037,37965
Niñx,37965,38033
Adultx,38033,38978
Niñx,38978,44125
Adultx,39029,41087
Adultx,42134,42623
Niñx,44277,46774
Adultx,44310,46656
Niñx,47179,49052
Niñx,49221,51752
Adultx,49525,49964
Adultx,50301,50689
Niñx,52005,53423
Niñx,53474,56393
Adultx,54672,56157
Niñx,57389,59835
Adultx,58637,58722
Niñx,60021,60899
Niñx,61388,62215
Niñx,62654,64898
Adultx,62738,63210
Niñx,65910,68999
Niñx,71901,73167
Niñx,73454,82650
Adultx,75023,75512
Adultx,80102,80828
Niñx,82870,84574
Niñx,84675,85182
Niñx,100521,101736
Niñx,104048,104875
Niñx,106799,109364
Niñx,109718,116299
Niñx,116755,121244
Niñx,122678,123589
Niñx,123775,127133
Adultx,126694,126846
Niñx,132516,133022
Niñx,133967,138051
Adultx,134372,135064
Niñx,138405,143384
Adultx,142388,143029
Adultx,143384,144143
Niñx,144531,145257
Adultx,145544,145645
Niñx,155753,158031
Niñx,160275,161271
Niñx,161372,161929
Niñx,166739,167177
Niñx,170856,173033
Adultx,171835,172172
Adultx,172358,172695
Niñx,173354,174450
Niñx,181605,182770
Niñx,184525,185031
Adultx,184542,184559
Niñx,186297,186938
Niñx,188625,191005
Niñx,191427,198194
Niñx,198531,204724
Niñx,205112,205973
Niñx,214630,219220
Adultx,215052,215085
Adultx,215237,215288
Adultx,215389,216284
Adultx,216452,216604
Niñx,219456,219962
Niñx,221160,222797
Niñx,222949,224620
Adultx,223675,223810
Niñx,228062,228467
Niñx,228585,229260
Niñx,234188,234846
Niñx,236162,237563
Niñx,238913,240044
Niñx,240263,240499
Niñx,240617,249527
Niñx,253476,255822
Niñx,258859,259399
Niñx,265542,266217
Niñx,269963,270317
Niñx,272849,273456
Niñx,275245,275903
Niñx,276089,276747
Niñx,278046,278502
Niñx,280071,281067
Niñx,281860,283514
Niñx,284003,286585
Niñx,287024,287513
Niñx,287614,294600
Niñx,296001,298009
Niñx,298971,299798
Adultx,303207,303240
Niñx,303240,303831
Niñx,306666,314665
Adultx,309569,309687
Adultx,312370,312859
Adultx,313028,313146
Adultx,313163,313230
Niñx,314732,315475
Niñx,316335,323170
Adultx,319103,319694
Adultx,320807,321516
Niñx,323254,323659
Niñx,324385,324621
Niñx,324942,327119
Niñx,327304,334105
Adultx,329599,330038
Adultx,330915,331422
Adultx,332755,332940
Adultx,333227,333244
Adultx,333464,333531
Niñx,334814,334864
Niñx,335117,337935
Adultx,335202,335759
Niñx,339066,340011
Adultx,339623,339809
Niñx,341226,346845
Niñx,352245,353140
Niñx,353646,363990
Niñx,365526,368682
Niñx,373474,375077
Niñx,375769,376394
Niñx,376630,377102
Niñx,377305,382823
Adultx,380865,382266
Niñx,384932,386552
Niñx,387126,400609
Adultx,393235,393353
Niñx,401082,403714
Niñx,404052,413232
Adultx,407933,409317
Adultx,411612,412860
Niñx,413704,414430
Niñx,415004,420032
Adultx,418007,419121
Niñx,420319,422074
Niñx,422159,422580
Niñx,423795,425145
Niñx,426546,427474
Niñx,428487,430934
Adultx,429820,430124
Niñx,431474,432520
Niñx,432587,434157
Niñx,435524,437582
Niñx,438291,438983
Niñx,439287,441599
Niñx,442982,444147
Niñx,445446,447049
Niñx,449057,456870
Niñx,461005,461663
Niñx,469695,469864
Niñx,469881,473492
Adultx,474387,474640
Niñx,476648,479297
Niñx,479939,485490
Niñx,485676,489389
Niñx,489608,490755
Niñx,515494,516507
Niñx,517249,518009
Niñx,518414,520118
Niñx,520776,521316
Adultx,523476,524843
Adultx,524978,525349
