Sujeto,Onset,Offset
Adultx,855812,858647
Adultx,859086,859272
Niñx,859272,863102
Adultx,863102,863997
Adultx,864047,864098
Niñx,864098,869127
Niñx,869785,870629
Niñx,871422,871675
Niñx,874189,875185
Niñx,875421,876282
Niñx,876720,879606
Adultx,878459,879370
Niñx,880062,880129
Adultx,880129,880247
Niñx,880247,880905
Niñx,880939,881024
Adultx,881547,881614
Niñx,881614,881631
Adultx,881631,881665
Niñx,881665,882222
Niñx,882559,884922
Adultx,884415,884753
Niñx,884972,884989
Niñx,885344,888482
Adultx,887048,887504
Niñx,888921,895992
Adultx,890237,890710
Adultx,894102,894777
Niñx,897173,899721
Niñx,900329,901172
Adultx,902286,903113
Adultx,903180,903248
Niñx,904210,905307
Niñx,906015,908024
Niñx,908108,908614
Niñx,909036,909829
Niñx,910960,912934
Adultx,911939,912209
Niñx,914790,915820
Niñx,916697,919785
Niñx,920359,920950
Niñx,921490,922080
Niñx,922249,923346
Niñx,928088,932425
Niñx,932644,936930
Niñx,939732,940069
Niñx,954565,955307
Niñx,955510,961112
Adultx,958632,959104
Adultx,960387,961028
Niñx,961467,967035
Adultx,962614,962985
Niñx,969162,976114
Niñx,980097,983016
Adultx,980940,980991
Niñx,983438,984805
Adultx,985024,985800
Adultx,986965,987032
Adultx,987977,989091
Niñx,989091,990660
Adultx,989108,990340
Niñx,991639,994373
Niñx,995875,997124
Niñx,999537,1000937
Niñx,1001106,1004329
Adultx,1003030,1003823
Niñx,1004970,1005055
Niñx,1006962,1007029
Niñx,1007417,1009375
Adultx,1007519,1009037
Niñx,1009746,1011569
Niñx,1012480,1013729
Niñx,1015146,1016040
Niñx,1023297,1023769
Niñx,1026739,1027094
Niñx,1027397,1028292
Niñx,1028730,1029844
Niñx,1030637,1030705
Niñx,1042365,1042450
Niñx,1042973,1044070
Niñx,1044492,1044644
Niñx,1061097,1063476
Niñx,1067020,1069804
Adultx,1076234,1076470
Adultx,1077685,1077719
Niñx,1077719,1078259
Adultx,1077752,1078444
Niñx,1082359,1085751
Niñx,1087877,1087894
Niñx,1087962,1088029
Niñx,1088080,1088097
Niñx,1088114,1088721
Niñx,1093412,1094155
Niñx,1096973,1097294
Niñx,1104786,1105664
Niñx,1106001,1106862
Niñx,1110338,1110473
Niñx,1112076,1112211
Niñx,1114624,1114641
Niñx,1114776,1115502
Niñx,1115603,1116008
Niñx,1116278,1117189
Adultx,1116362,1116953
Niñx,1117459,1117746
Niñx,1117847,1118050
Niñx,1118286,1122944
Adultx,1120699,1120750
Adultx,1120902,1120935
Adultx,1120952,1121054
Niñx,1123585,1127972
Adultx,1123770,1123872
Niñx,1131263,1133592
Niñx,1133794,1136140
Adultx,1134773,1136511
Niñx,1137321,1142468
Adultx,1140527,1142400
Adultx,1142468,1142535
Niñx,1142535,1142586
Adultx,1143497,1143852
Niñx,1144392,1145151
Niñx,1145759,1146822
Niñx,1175965,1176285
Niñx,1176927,1178631
Adultx,1180133,1180167
Niñx,1180167,1181972
Adultx,1181972,1182023
Niñx,1182023,1185111
Niñx,1185803,1197565
Adultx,1189887,1191675
Adultx,1197784,1197919
Niñx,1198290,1198628
Niñx,1199691,1200029
Niñx,1200467,1200569
Niñx,1205935,1206475
Niñx,1207707,1209344
Niñx,1210086,1211740
Niñx,1212145,1213917
Adultx,1214389,1214423
Niñx,1214423,1214457
Adultx,1214457,1214980
Niñx,1214980,1217832
Niñx,1219199,1220852
Niñx,1221932,1223535
Niñx,1223704,1224464
Niñx,1225662,1227079
Niñx,1227653,1231872
Adultx,1230707,1231737
Niñx,1232952,1236293
Adultx,1233306,1234217
Niñx,1236597,1247582
Adultx,1236782,1237930
Adultx,1238689,1239482
Niñx,1248932,1252375
Niñx,1252392,1256712
Adultx,1254535,1255244
Niñx,1257960,1260694
Niñx,1260880,1261589
Niñx,1266786,1270296
Niñx,1271427,1272642
Niñx,1273975,1275021
Niñx,1275190,1280050
Adultx,1276388,1277130
Niñx,1280556,1292166
Adultx,1281029,1281180
Adultx,1318052,1318407
Adultx,1319234,1319537
Adultx,1319605,1319655
Adultx,1319672,1319790
Adultx,1319807,1320465
Adultx,1437696,1438725
Adultx,1440531,1443029
Niñx,1440919,1440936
Niñx,1440970,1444007
Niñx,1444497,1446876
Adultx,1445239,1445256
Adultx,1445340,1445627
Adultx,1445779,1445897
Adultx,1445999,1446387
Niñx,1447129,1449492
Niñx,1451888,1451905
Niñx,1451972,1452023
Niñx,1458975,1459650
Niñx,1459971,1460039
Niñx,1460106,1461675
Niñx,1462975,1463025
Adultx,1463025,1465472
