Sujeto,Onset,Offset
Adultx,14324,15353
Adultx,17952,17969
Niñx,17969,19082
Adultx,18390,19285
Adultx,19521,20770
Niñx,21057,23622
Niñx,24887,25866
Niñx,27486,28634
Niñx,29258,30254
Adultx,31772,31890
Niñx,31890,32076
Adultx,32076,32093
Niñx,32093,32110
Adultx,32110,32565
Niñx,32565,32717
Niñx,33072,34185
Adultx,35620,36480
Niñx,36852,39400
Niñx,39434,39450
Niñx,40294,40817
Niñx,40969,42083
Adultx,42083,42117
Adultx,44007,48276
Niñx,44125,45374
Niñx,48276,49305
Adultx,48293,48681
Adultx,49643,50200
Niñx,50537,52022
Niñx,52579,54030
Niñx,54554,55532
Niñx,56140,56444
Niñx,57085,65269
Niñx,65674,67682
Niñx,68762,70703
Niñx,71564,74010
Niñx,74500,75765
Niñx,76964,77655
Niñx,78600,79900
Niñx,80389,90059
Adultx,90599,91577
Niñx,90818,98445
Niñx,99036,99492
Niñx,99812,100791
Niñx,101348,102495
Niñx,103137,103812
Niñx,104487,105516
Niñx,105584,110832
Niñx,111507,112840
Niñx,113599,114089
Niñx,116586,120012
Niñx,121412,123488
Niñx,123741,124703
Adultx,125412,126120
Niñx,126120,127909
Niñx,130559,131470
Niñx,133090,133427
Niñx,135132,135975
Niñx,137140,138490
Niñx,139148,141831
Niñx,143164,143552
Niñx,144160,146117
Niñx,147957,148699
Niñx,149661,153188
Niñx,154184,154977
Niñx,156529,157609
Niñx,158419,159145
Niñx,159347,159820
Niñx,160714,161490
Niñx,162351,164444
Niñx,165962,166806
Niñx,167717,170535
Niñx,179125,179715
Niñx,180964,181403
Niñx,190043,192794
Adultx,190431,190785
Niñx,193755,194295
Niñx,194633,195443
Niñx,195848,198092
Adultx,198919,199594
Adultx,200607,202193
Niñx,204505,211930
Adultx,212099,213010
Niñx,213010,214191
Niñx,216132,216554
Niñx,217397,217414
Adultx,217414,217431
Niñx,217431,219186
Adultx,217532,218730
Niñx,225143,227995
Niñx,228670,234795
Adultx,235133,235724
Adultx,236280,236365
Niñx,236365,240094
Niñx,241664,243081
Niñx,243891,244634
Niñx,245967,246355
Niñx,247165,247772
Niñx,248768,250287
Niñx,250692,251721
Niñx,253105,253510
Niñx,254320,255062
Niñx,256328,257391
Niñx,258420,259095
Niñx,260985,261475
Niñx,262859,264124
Niñx,264344,265255
Niñx,267769,268292
Niñx,271330,272359
Niñx,273827,274334
Niñx,274620,275667
Niñx,275970,276038
Niñx,277371,278063
Niñx,279767,280864
Niñx,286011,287547
Niñx,298684,300777
Niñx,303392,303645
Niñx,304354,304692
Niñx,307155,310345
Niñx,310581,311324
Niñx,314277,316116
Niñx,316926,317550
Niñx,319154,324638
Niñx,325684,331692
Adultx,329734,330173
Niñx,332822,334459
Adultx,338594,340787
Adultx,340973,341361
