Sujeto,Onset,Offset
Adultx,15167,15572
Adultx,16720,18660
Niñx,20399,20753
Adultx,21259,21276
Niñx,21276,21951
Adultx,21563,21884
Adultx,21951,22508
Niñx,22626,25343
Adultx,22660,22862
Adultx,23250,23723
Adultx,25343,27064
Niñx,27064,29629
Adultx,27098,27317
Niñx,30169,31992
Niñx,33240,33966
Adultx,33359,33949
Adultx,33966,34270
Niñx,34270,34354
Adultx,34354,34557
Niñx,35130,37240
Adultx,36666,37105
Niñx,38269,43382
Niñx,43838,44294
Niñx,44412,46420
Niñx,46673,48529
Niñx,49002,49964
Niñx,50200,58232
Adultx,58232,58418
Niñx,58418,58739
Adultx,58739,61388
Niñx,61455,62333
Adultx,62198,62215
Adultx,62333,63295
Niñx,63413,65134
Niñx,66569,71226
Niñx,75580,76812
Niñx,77284,78499
Niñx,78651,81014
Adultx,78854,78989
Niñx,81486,81621
Niñx,86734,88455
Adultx,87460,87629
Adultx,89519,89721
Adultx,90379,90750
Niñx,90970,91037
Niñx,92910,96336
Niñx,97095,97669
Niñx,101669,102394
Niñx,107102,109482
Niñx,112519,112536
Niñx,112587,113245
Niñx,113565,114527
Niñx,117261,118189
Niñx,119219,119370
Niñx,124619,125057
Niñx,125834,127437
Niñx,129023,129074
Niñx,129411,130356
Niñx,130508,131082
Niñx,131369,132719
Adultx,131689,132415
Niñx,133073,134474
Adultx,133394,133714
Niñx,135317,135689
Niñx,135992,136397
Adultx,138321,140160
Niñx,141629,142405
Niñx,144379,145780
Niñx,145965,147248
Niñx,147974,148530
Niñx,148800,150285
Niñx,152631,154133
Niñx,154386,155129
Niñx,155685,157187
Niñx,157997,159870
Niñx,159955,160934
Adultx,160140,160866
Adultx,160883,160900
Adultx,160934,161220
Niñx,161220,161727
Niñx,162756,163178
Niñx,163667,163853
Niñx,163971,164039
Niñx,164427,164865
Niñx,168089,170097
Niñx,171008,171885
Adultx,177792,177876
Adultx,177893,177910
Adultx,177977,178652
Adultx,179226,179361
Niñx,179361,179850
Adultx,179445,179715
Adultx,179850,179918
Niñx,179918,180036
Adultx,180036,180390
Adultx,181116,185622
Adultx,185892,191190
Niñx,186111,186347
Niñx,191241,192135
Niñx,192270,193300
Niñx,195645,196422
Niñx,199476,201349
Niñx,215777,216537
Niñx,217043,218798
Niñx,220334,221684
Niñx,222291,223388
Niñx,225143,226037
Adultx,225514,225953
Adultx,226037,226122
Niñx,229193,231741
Niñx,232028,233209
Niñx,235285,236264
Niñx,238204,239166
Niñx,241056,241124
Niñx,247249,247435
Adultx,249274,249308
Niñx,249308,249325
Niñx,255653,256800
Niñx,257121,259467
Niñx,261306,263213
Niñx,264006,264394
Niñx,264681,266217
Niñx,267280,267702
Niñx,267887,270132
Niñx,270773,272106
Niñx,304388,307814
Niñx,308337,309906
Niñx,314412,316116
Niñx,317129,317145
Niñx,317162,317264
Niñx,317939,319795
Adultx,329768,330595
Adultx,330899,331709
Adultx,331962,333430
Niñx,334257,335438
Adultx,334999,335691
Adultx,336299,336940
Niñx,354507,356144
Adultx,355975,356025
Niñx,356684,357173
Niñx,357899,359451
Niñx,360447,362505
Niñx,372968,373542
Niñx,375870,379482
Niñx,379920,380781
Niñx,381220,381507
Niñx,384797,385202
Niñx,390737,391497
Niñx,392897,393893
Niñx,394500,396795
Niñx,402381,403022
Niñx,403107,404777
Niñx,405469,407190
Niñx,407511,408760
Adultx,408760,409030
Adultx,409401,409519
Niñx,409519,411460
Adultx,409620,410312
Adultx,411460,411662
Niñx,411966,418260
Adultx,412455,413181
Niñx,418362,420285
Adultx,418497,418581
Adultx,418649,418817
Niñx,421365,424065
Niñx,424403,425230
Niñx,426344,427457
Niñx,427575,428031
Niñx,429111,430478
Adultx,429432,429482
Niñx,430782,431187
Niñx,432419,435861
Adultx,433414,434950
Niñx,436283,437970
Adultx,437970,439034
Niñx,440755,441295
Adultx,452669,452989
Adultx,462524,462979
Niñx,477441,477509
Niñx,480192,480428
Niñx,480479,480495
Niñx,480597,480664
Adultx,494063,494805
Adultx,505015,506787
Adultx,507074,509504
Adultx,509537,509554
Adultx,509571,510027
Adultx,510465,510904
Adultx,510972,511022
Adultx,522143,523071
Niñx,532892,533736
Niñx,534209,536099
Niñx,538225,538292
Niñx,539288,539609
Niñx,540216,540925
Adultx,540267,540722
Adultx,542275,542629
Adultx,543996,546105
Niñx,544097,545245
Adultx,546190,548417
Niñx,546780,547354
