Sujeto,Onset,Offset
Adultx,1465,3996
Niñx,3659,3895
Adultx,4874,4890
Niñx,4890,5009
Adultx,5009,6392
Niñx,5329,5633
Niñx,6392,6409
Adultx,6409,7962
Niñx,6527,6882
Niñx,7928,10257
Adultx,8046,8080
Adultx,10780,13379
Adultx,13851,15792
Adultx,16146,18475
Niñx,16619,18306
Niñx,18475,18525
Adultx,19099,21124
Niñx,20618,20972
Adultx,21664,24010
Adultx,25343,27520
Adultx,27874,29815
Adultx,30321,32346
Niñx,32751,32768
Adultx,32768,34860
Niñx,33021,33899
Adultx,35299,37240
Niñx,38759,39535
Niñx,39889,40902
Niñx,41273,43686
Adultx,43973,44192
Niñx,44192,46724
Adultx,44209,44277
Adultx,45610,46943
Niñx,46943,53457
Niñx,53625,54182
Niñx,54638,55380
Adultx,54722,55920
Niñx,55836,58992
Adultx,59093,60038
Niñx,60038,67699
Niñx,68324,69758
Niñx,69825,69842
Niñx,69859,72964
Adultx,72475,72509
Adultx,72964,73116
Niñx,73116,73234
Niñx,73977,78465
Niñx,78482,79917
Niñx,80558,96252
Adultx,84642,85249
Adultx,87359,87375
Adultx,93029,94075
Niñx,97922,102782
Adultx,98682,98715
Adultx,98783,99475
Adultx,102782,103896
Adultx,103964,104031
Niñx,104031,106495
Adultx,106326,108064
Niñx,108064,110697
Adultx,108098,112941
Adultx,112975,113127
Adultx,113279,118341
Niñx,113380,114122
Niñx,115169,125985
Adultx,119202,119235
Adultx,119269,119286
Adultx,119303,119320
Adultx,119337,119455
Adultx,122087,123977
Adultx,124062,124551
Adultx,125260,125479
Niñx,126559,134541
Niñx,135756,136532
Niñx,137376,138237
Niñx,138355,140228
Niñx,140700,141038
Adultx,141038,141477
Niñx,141477,141510
Adultx,141510,141544
Niñx,141544,143333
Adultx,141578,143265
Adultx,143333,144261
Niñx,144261,146910
Adultx,144295,149475
Niñx,147450,147518
Niñx,149104,158183
Adultx,152513,153762
Adultx,155955,157221
Niñx,158217,162030
Adultx,158301,161153
Niñx,163330,163482
Adultx,163482,165878
Niñx,163515,163920
Niñx,166097,168342
Niñx,170130,173894
Niñx,173927,173944
Niñx,174535,176543
Niñx,177555,179260
Niñx,179344,182027
Adultx,179952,180509
Adultx,182669,182753
Niñx,182753,182770
Adultx,182770,182787
Niñx,182787,189216
Adultx,182820,184491
Niñx,189469,189739
Niñx,190262,191039
Niñx,191595,199493
Niñx,200556,201029
Niñx,201518,206530
Niñx,207154,211339
Adultx,208707,209550
Niñx,212385,217684
Adultx,216503,218039
Adultx,218342,219372
Niñx,219372,220992
Adultx,219389,220401
Adultx,220992,221025
Niñx,221025,221245
Adultx,221245,221295
Niñx,221295,226375
Adultx,221751,224198
Niñx,227624,229345
Niñx,230948,231606
Niñx,232568,234475
Niñx,235555,235943
Niñx,237057,237917
Niñx,238727,239875
Adultx,240533,241022
Adultx,241292,242035
Adultx,242119,242760
Niñx,242204,242794
Adultx,242794,242828
Niñx,243300,243705
Adultx,244414,244752
Niñx,245140,247418
Adultx,245157,245933
Adultx,247840,249089
Niñx,249089,250995
Adultx,251519,252396
Adultx,254505,256581
Adultx,258977,259787
Niñx,259062,259770
Niñx,259787,261137
Niñx,261323,261593
Niñx,261964,262150
Niñx,262184,262926
Adultx,262926,263027
Niñx,263027,263078
Adultx,263078,263162
Niñx,263162,263331
Adultx,264462,265812
Niñx,266284,268022
Adultx,268967,269963
Niñx,269963,270891
Niñx,271515,275717
Adultx,271684,272123
Niñx,276696,276780
Niñx,277776,284189
Adultx,283429,283952
Niñx,285302,285792
Niñx,287631,289065
Niñx,289589,295124
Niñx,295292,297638
Niñx,299190,301840
Adultx,300844,300878
Niñx,303966,304000
Niñx,304050,304067
Niñx,304084,313703
Niñx,314091,329835
Adultx,314243,314682
Adultx,315610,316521
Adultx,319002,319390
Adultx,319491,320352
Niñx,329886,331894
Niñx,332367,335455
Niñx,335539,341800
Adultx,341935,342424
Niñx,342610,344027
Adultx,344550,348027
Niñx,346322,349090
Adultx,348449,351250
Niñx,350592,353039
Niñx,353376,354152
Niñx,354929,355992
Niñx,356093,362489
Adultx,362489,363349
Niñx,363349,368800
Adultx,363366,363619
Adultx,367450,369441
Adultx,369660,369677
Niñx,369677,371719
Niñx,372597,374622
Adultx,373609,374672
Niñx,375145,380258
Adultx,380680,381085
Niñx,381389,383954
Adultx,384696,385236
Niñx,385607,386080
Adultx,386620,386738
Adultx,386924,388341
Niñx,387936,391969
Adultx,389691,390197
Adultx,391969,392796
Niñx,394230,399782
Niñx,400390,401082
Niñx,401369,404187
Adultx,406532,406566
Niñx,406566,406583
Adultx,406583,406735
Niñx,406735,409080
Adultx,406802,407190
Niñx,411105,414143
Adultx,411578,412641
Niñx,414396,414430
Adultx,414430,415088
Niñx,415982,418716
Adultx,416033,417535
Adultx,418227,418699
Adultx,418716,420032
