Sujeto,Onset,Offset
Adultx,39974,41965
Niñx,41965,43534
Niñx,43602,44226
Niñx,45779,51381
Adultx,48867,49930
Niñx,51432,56950
Adultx,55887,56359
Niñx,56967,62249
Niñx,62721,68762
Adultx,65100,67581
Niñx,69944,70332
Niñx,71496,72323
Niñx,72525,82853
Adultx,73437,74584
Adultx,74905,75546
Adultx,82195,82448
Niñx,83815,85232
Niñx,85283,86920
Niñx,88034,88860
Niñx,89232,89468
Niñx,90160,90734
Niñx,96842,97146
Niñx,97990,98513
Niñx,98699,98817
Niñx,98969,107052
Adultx,100470,100909
Adultx,101432,102462
Niñx,107794,108402
Niñx,108587,108857
Niñx,108975,109026
Niñx,110258,112384
Niñx,112637,113042
Niñx,114190,118746
Niñx,118814,119742
Niñx,119978,120029
Niñx,121328,127217
Niñx,127251,129546
Niñx,129867,131504
Niñx,132060,133157
Niñx,136971,139469
Niñx,141038,143805
Adultx,141055,141932
Niñx,144177,146455
Niñx,146995,148125
Niñx,154589,157879
Niñx,158925,160731
Niñx,160967,161035
Niñx,161085,162891
Adultx,161119,161760
Niñx,163178,165895
Niñx,166401,169709
Adultx,167329,168443
Niñx,175227,180053
Niñx,181099,182685
Niñx,185740,187967
Niñx,187984,189351
Niñx,189756,191444
Niñx,191528,193249
Niñx,193823,194009
Niñx,194279,196810
Adultx,194684,195021
Niñx,196844,196860
Niñx,196894,196911
Niñx,198683,200556
Niñx,201265,203340
Niñx,204522,206192
Adultx,205399,205517
Niñx,207964,212723
Adultx,211154,212588
Adultx,212723,212976
Niñx,212976,213027
Niñx,213989,216638
Adultx,216874,217634
Niñx,218174,222392
Adultx,221835,222308
Adultx,222392,222460
Adultx,222915,222966
Niñx,222966,222983
Niñx,223000,224384
Niñx,224822,227202
Adultx,227016,227151
Adultx,227202,227219
Niñx,227219,227303
Adultx,227303,228434
Niñx,228434,228501
Adultx,228501,228552
Niñx,229969,233209
Niñx,234154,236483
Niñx,237867,240584
Niñx,241275,242035
Niñx,242271,248346
Niñx,248768,251434
Niñx,251738,253729
Niñx,254809,257172
Niñx,257695,260479
Niñx,261137,265289
Adultx,261171,261914
Niñx,268613,269288
Niñx,269710,271465
Niñx,273659,274249
Niñx,274874,275633
Niñx,277827,284408
Niñx,285505,286230
Niñx,288087,288863
Niñx,289791,290432
Niñx,292019,292390
Niñx,293622,298262
Niñx,299545,300996
Adultx,300709,301722
Niñx,301604,302532
Adultx,303089,303460
Niñx,304152,306075
Niñx,306430,307375
Niñx,307594,311020
Niñx,311712,313838
Niñx,314243,316285
Adultx,314834,315374
Niñx,316352,317027
Niñx,318124,319845
Niñx,323980,328840
Niñx,330460,333379
Niñx,336332,338644
Niñx,340433,341834
Niñx,342829,343842
Niñx,344382,352819
Niñx,358911,369255
Niñx,371314,375955
Niñx,377018,380123
Niñx,384207,387852
Niñx,388071,388628
Niñx,393522,393825
Niñx,394804,396171
Niñx,398449,399344
Niñx,402465,402550
Niñx,403124,404305
Niñx,406380,411527
Adultx,407595,407849
Niñx,412287,416725
Adultx,414480,414497
Adultx,415257,415544
Niñx,417197,420960
Adultx,418024,418142
Adultx,418767,419340
Niñx,421787,422580
Niñx,423306,424977
Niñx,425061,425955
Niñx,425972,426006
Niñx,426242,435068
Adultx,428554,428824
Adultx,429212,429685
Adultx,430394,430782
Adultx,432824,433414
Adultx,434072,434342
Niñx,435844,437987
Niñx,438527,439506
Niñx,441936,443674
Adultx,442054,443252
Niñx,444585,445699
Niñx,446374,449361
Adultx,448619,448956
Niñx,450053,451116
Niñx,452517,455217
Niñx,455639,456854
Niñx,457191,458963
Niñx,460178,461494
Niñx,462507,464262
Niñx,464869,469476
Adultx,468835,469155
Niñx,469965,473408
Niñx,473796,476192
Niñx,476344,480614
Niñx,480749,480833
Niñx,480884,484174
Niñx,484461,485676
Niñx,486199,486840
Niñx,487414,493759
Adultx,488545,488629
Niñx,496054,496510
Niñx,497370,498029
Niñx,500965,501032
Niñx,503479,506584
Niñx,507445,510803
Adultx,508390,508542
Niñx,511410,518565
Niñx,521164,522801
Niñx,524067,524894
Niñx,525636,527526
Niñx,529551,531711
Adultx,529804,530277
Niñx,532437,534360
Adultx,537651,537668
Niñx,537668,539474
Adultx,537870,537921
Niñx,539760,543608
Adultx,540452,540992
Niñx,544266,546713
Adultx,547793,549413
Niñx,549413,549430
Adultx,549430,549818
Adultx,549852,549885
Adultx,549970,555117
Niñx,550628,559352
Adultx,557226,557327
Niñx,560095,560483
Niñx,564482,565866
Niñx,568752,569612
Niñx,570692,572025
Niñx,572363,574523
Adultx,573240,573780
Niñx,575400,578674
Adultx,575839,576430
Adultx,577611,578489
Niñx,582690,584817
Adultx,586555,588614
Niñx,586690,588276
