Sujeto,Onset,Offset
Adultx,46825,47196
Adultx,47314,48597
Adultx,49170,49643
Adultx,50099,52107
Adultx,52613,53625
Adultx,53811,55347
Niñx,55347,55870
Adultx,55414,55887
Niñx,55887,57372
Niñx,58418,60072
Niñx,60409,62907
Adultx,60932,62822
Adultx,63818,64324
Niñx,64324,64847
Niñx,65438,66265
Niñx,66282,68408
Adultx,67041,68324
Niñx,68948,68965
Adultx,68965,71007
Niñx,70281,71074
Adultx,71226,72441
Niñx,72914,73487
Niñx,74905,77774
Niñx,78600,80524
Niñx,81655,83832
Niñx,84642,85587
Adultx,84962,85317
Niñx,87156,87814
Niñx,88017,88725
Niñx,91358,91780
Niñx,91982,94176
Adultx,95037,96471
Niñx,96690,98597
Niñx,98732,106022
Adultx,104554,104942
Adultx,105027,105567
Adultx,106005,107355
Niñx,106157,107490
Adultx,107490,108537
Niñx,108537,108790
Niñx,109380,116974
Adultx,109414,110359
Niñx,118898,120147
Niñx,122560,126137
Niñx,126812,133157
Adultx,131723,133022
Niñx,133529,134136
Adultx,134541,134625
Niñx,134625,136482
Adultx,134794,135233
Niñx,137427,140009
Niñx,141460,146100
Adultx,143805,145780
Niñx,148615,149290
Niñx,149830,152547
Niñx,154825,155483
Niñx,156209,156816
Niñx,159786,163414
Niñx,163785,168544
Adultx,165827,167329
Niñx,168949,172915
Niñx,173522,173910
Niñx,173961,174029
Niñx,174265,175024
Niñx,184238,186634
Niñx,187208,188001
Niñx,200556,201332
Adultx,215069,215237
Niñx,215237,218359
Adultx,215271,216587
Niñx,219254,219844
Niñx,219962,219979
Niñx,220266,221009
Niñx,221329,223607
Niñx,229649,230965
Adultx,229919,230307
Niñx,231944,232197
Niñx,233074,233614
Niñx,233682,238137
Adultx,234222,234711
Niñx,238525,242440
Niñx,242777,245984
Niñx,250067,250540
Niñx,250590,250641
Niñx,253206,258488
Adultx,253510,253746
Adultx,255029,255467
Niñx,259619,259973
Adultx,259973,260445
Niñx,260445,260462
Niñx,261846,262521
Niñx,262909,263449
Niñx,266402,267904
Niñx,269288,272410
Niñx,275144,277135
Niñx,282467,282974
Niñx,284627,285150
Niñx,286652,289656
Niñx,290061,291377
Niñx,292120,294769
Niñx,295461,303713
Adultx,297655,297773
Adultx,303257,303510
Niñx,304354,304489
Adultx,304489,304540
Niñx,304540,304607
Niñx,305468,305687
Adultx,305687,305704
Niñx,309197,310952
Adultx,317955,318074
Niñx,331675,333379
Niñx,364227,364277
Niñx,364969,365459
Niñx,367703,376039
Adultx,373980,374031
Adultx,374115,374217
Niñx,376950,378807
Adultx,377237,377305
Adultx,378199,378672
Niñx,379026,387514
Adultx,379279,379583
Adultx,379971,380815
Niñx,388223,388915
Niñx,389370,391581
Niñx,392357,393454
Niñx,400626,400879
Niñx,411375,411544
Niñx,411561,412034
Niñx,415290,415881
Adultx,433735,433785
Adultx,433836,433870
Adultx,434258,434477
Niñx,435389,435709
Niñx,438274,439202
Niñx,439979,445986
Niñx,446222,447657
Niñx,448298,455858
Niñx,457022,457917
Adultx,457562,457613
Niñx,462000,466995
Niñx,467130,472260
Adultx,469527,470100
Adultx,470927,470978
Adultx,471872,471923
Adultx,471940,472024
Niñx,472665,474387
Niñx,474420,474488
Niñx,474505,474522
Niñx,475332,479027
Adultx,475399,475669
Adultx,476969,476985
Adultx,479027,479061
Niñx,479061,484124
Adultx,479719,480765
Adultx,484664,486030
Niñx,489895,491245
Niñx,492561,493844
Niñx,493962,494029
Niñx,494181,498299
Adultx,496105,497219
Adultx,498974,502028
Adultx,504559,505184
Adultx,506635,506702
Niñx,506702,506871
Adultx,506871,507006
Niñx,507006,507107
Adultx,507107,507209
Niñx,507529,507698
Niñx,516861,517840
Adultx,517840,517958
Adultx,517975,518211
Niñx,518397,519021
Niñx,519105,520877
Niñx,522548,523695
Adultx,523695,524556
Adultx,525282,525822
Adultx,525889,526024
Niñx,526024,527543
Adultx,526142,526395
Niñx,527965,529079
Adultx,529079,529298
Niñx,529298,529399
Adultx,529399,529500
Niñx,529500,529889
Niñx,530209,534968
Adultx,530395,532386
Adultx,534310,534597
Adultx,534968,540115
Niñx,535019,537010
Adultx,540587,543237
Niñx,540756,541026
Niñx,543237,543321
Adultx,543321,543355
Niñx,543355,544452
Adultx,544452,544739
Niñx,544739,544823
Adultx,544823,545414
Niñx,545414,546105
Niñx,554543,558863
Niñx,559538,562997
Niñx,563352,566372
Niñx,566710,567030
Niñx,574725,578708
Niñx,580277,580834
Adultx,580834,580969
Niñx,580969,584277
Niñx,586200,586724
Niñx,586977,593372
Adultx,588765,589373
Niñx,593963,594030
Niñx,594807,595026
Niñx,596849,597034
Niñx,597203,597439
Niñx,601540,603160
Niñx,629434,629552
Niñx,629620,629721
Adultx,647440,648807
Adultx,650325,650967
Niñx,671909,672769
Niñx,673005,673950
Adultx,675807,676971
Niñx,676971,676988
Adultx,676988,677005
Adultx,678000,680295
Adultx,680835,680869
Niñx,680869,680970
Adultx,680970,681342
Adultx,681629,682540
Adultx,682742,684902
Adultx,685594,687704
