Sujeto,Onset,Offset
Adultx,56427,59380
Niñx,59127,59329
Niñx,59380,59903
Adultx,59903,59970
Niñx,59970,59987
Adultx,59987,60291
Niñx,60021,60038
Niñx,69809,71715
Adultx,71715,71749
Adultx,73217,73724
Niñx,73842,74432
Niñx,74888,77183
Niñx,78162,80490
Niñx,81284,86464
Adultx,82313,82988
Adultx,83055,83528
Adultx,83579,83815
Adultx,84051,86110
Niñx,87966,90295
Adultx,90295,92033
Niñx,92033,93535
Adultx,93315,94379
Niñx,94379,95138
Adultx,95121,95560
Niñx,95847,96471
Adultx,96792,97905
Niñx,97686,98564
Adultx,98884,99795
Niñx,100234,101939
Niñx,103019,104824
Niñx,105381,107288
Niñx,108840,110798
Niñx,111405,112334
Adultx,112317,113954
Niñx,113954,114257
Niñx,114645,117582
Niñx,118375,120248
Adultx,119877,121109
Niñx,121109,122020
Niñx,122459,122897
Adultx,125817,126492
Niñx,129512,132263
Adultx,133174,134204
Niñx,135250,138743
Niñx,138962,141899
Niñx,141949,142034
Niñx,142590,145594
Adultx,145274,145780
Niñx,145780,147012
Adultx,146775,148244
Niñx,149138,154403
Niñx,155280,156293
Adultx,155989,158470
Niñx,156867,157677
Niñx,158757,161085
Niñx,161794,163667
Adultx,163887,164410
Niñx,167464,168021
Adultx,167565,167633
Niñx,168224,170400
Adultx,170789,171683
Niñx,171953,175109
Niñx,175294,175463
Niñx,176610,177083
Adultx,177758,178956
Niñx,179884,182112
Niñx,183175,189638
Niñx,194481,195173
Niñx,197569,200624
Niñx,201366,203610
Adultx,204387,205382
Niñx,206496,207964
Niñx,208707,209449
Adultx,218005,219945
Niñx,220047,222595
Niñx,226797,227910
Niñx,230222,232990
Adultx,234930,235470
Niñx,235909,243992
Adultx,237833,238103
Niñx,245781,254910
Adultx,249679,250236
Niñx,255822,256328
Niñx,258150,259045
Adultx,271110,271566
Adultx,272258,272849
Adultx,274519,275785
Niñx,275498,276156
Adultx,276679,276983
Niñx,277574,278012
Niñx,282670,286011
Adultx,283007,283547
Adultx,284813,285167
Niñx,287294,288930
Adultx,296069,296693
Niñx,296879,297385
Adultx,299984,300186
Niñx,300422,300642
Adultx,304320,305316
Adultx,310227,310784
Niñx,311661,312167
Adultx,312285,313770
Niñx,313821,315306
Niñx,315509,321027
Niñx,322410,323372
Niñx,325870,328165
Niñx,329751,331962
Niñx,338155,339758
Niñx,340905,341462
Adultx,341142,342475
Niñx,343167,344145
Niñx,345782,348854
Adultx,356464,357325
Adultx,358101,358152
Niñx,358152,358472
Adultx,358472,358506
Niñx,362725,368159
Niñx,368294,368665
Niñx,371517,371955
Niñx,373727,375195
Adultx,375584,375870
Niñx,375870,377997
Adultx,378520,381507
Niñx,382519,383279
Niñx,383464,383633
Niñx,384443,386991
Adultx,386991,387042
Niñx,387042,387464
Adultx,387987,388037
Adultx,388392,391480
Adultx,391800,392695
Niñx,393353,394635
Adultx,395327,395749
Niñx,398449,399512
Adultx,402398,407106
Niñx,403832,404693
Niñx,407427,410852
Niñx,412979,413485
Niñx,414497,419222
Niñx,421247,422462
Niñx,425145,430866
Adultx,427744,428318
Niñx,431406,431929
Niñx,432857,437869
Niñx,437970,439253
Adultx,439574,440198
Adultx,441379,441818
Niñx,444771,445092
Niñx,447809,448500
Adultx,450087,450509
Adultx,451420,451859
Niñx,453411,455959
Adultx,455959,455976
Adultx,457478,458035
Adultx,458170,459081
Adultx,459317,460701
Niñx,459351,461241
Niñx,461562,464734
Niñx,466050,473222
Adultx,481761,482284
Niñx,483297,483600
Niñx,485001,487094
Adultx,487634,487937
Niñx,488275,492038
Niñx,492342,492966
Niñx,498990,500560
Adultx,500796,502956
Niñx,502754,502990
Adultx,502990,503024
Niñx,504475,505116
Adultx,505200,505403
Adultx,506719,508120
Adultx,508339,509385
Adultx,509402,509622
Niñx,509925,510972
Niñx,517013,517958
Niñx,517975,518025
Niñx,518194,518279
Niñx,518633,519375
Niñx,521890,524269
Niñx,525248,530344
Adultx,528876,530226
Niñx,530749,531272
Niñx,532268,533972
Niñx,534209,535424
Niñx,536099,538124
Adultx,538326,538967
Niñx,539845,543794
Niñx,544131,545869
Adultx,545954,546561
Niñx,549059,549987
Niñx,552164,554307
Niñx,556079,558660
Adultx,558897,559504
Niñx,559555,560837
Adultx,561597,562525
Niñx,563655,564567
Adultx,564567,565275
Niñx,564584,565326
Adultx,565292,565545
Niñx,565545,571890
Adultx,565647,566237
Adultx,571772,571806
Adultx,571890,572245
Niñx,573173,573882
Adultx,574793,575181
Niñx,575468,577679
Niñx,578185,581020
Adultx,582707,583838
Niñx,584007,584580
Niñx,587466,589575
Niñx,589964,590031
Niñx,590301,590335
Niñx,590419,590554
Niñx,590571,590605
Niñx,590639,590689
Niñx,590723,590841
Niñx,590925,592427
Niñx,594030,594705
Niñx,596494,598266
Niñx,600915,602181
Niñx,602316,602907
Niñx,604375,610315
Niñx,611901,612525
Adultx,614550,615327
Niñx,614770,617436
Niñx,619242,620457
Niñx,624068,626346
Adultx,627899,628489
Niñx,630666,631746
Adultx,632202,632472
Adultx,636032,636758
Niñx,637062,638192
Niñx,641483,642310
Niñx,643508,644031
Niñx,650781,651692
Adultx,652958,654240
Adultx,654257,654274
Niñx,654274,655000
Adultx,655304,656097
Niñx,656232,656704
Adultx,656839,658898
Adultx,659640,661362
Adultx,664416,665159
