Sujeto,Onset,Offset
Adultx,2224,5127
Adultx,5397,15977
Niñx,6645,7304
Niñx,10544,11134
Niñx,12012,12653
Niñx,12974,13041
Niñx,14982,20415
Adultx,16112,17040
Adultx,18559,20314
Niñx,21158,23504
Adultx,21732,22525
Niñx,23942,24432
Niñx,24752,26507
Adultx,24769,25630
Niñx,27233,29815
Niñx,30777,32633
Adultx,30861,31182
Niñx,33392,34742
Niñx,35097,36885
Niñx,37544,40564
Niñx,41712,43500
Niñx,44462,46335
Adultx,47584,47601
Niñx,47601,49980
Adultx,47652,50436
Adultx,50622,50942
Adultx,51246,53035
Adultx,53760,55380
Adultx,55836,56528
Adultx,57152,58688
Adultx,59363,61523
Adultx,62097,63042
Adultx,63295,64544
Adultx,65100,66062
Adultx,66535,67834
Adultx,68594,70905
Niñx,68948,69420
Niñx,70045,70534
Adultx,71040,72559
Niñx,71057,71749
Adultx,74010,76154
Adultx,76559,79832
Adultx,81081,81554
Adultx,83275,87831
Niñx,88995,89029
Adultx,89029,94007
Niñx,90278,91105
Adultx,95526,96032
Adultx,97770,99171
Niñx,99897,100302
Adultx,101314,102074
Adultx,102428,107997
Adultx,110849,113582
Adultx,114021,115202
Adultx,117379,118139
Adultx,119708,124230
Niñx,123606,124011
Adultx,124517,139114
Niñx,127369,128061
Niñx,128399,128635
Adultx,140093,142034
Niñx,140312,140717
Adultx,142962,143940
Adultx,146944,147653
Adultx,149459,156107
Adultx,157559,158571
Adultx,160022,164629
Adultx,164815,165794
Adultx,170434,171750
Adultx,172307,174096
Adultx,175075,177640
Adultx,178956,179749
Adultx,181605,188339
Adultx,189672,191207
Adultx,192557,193705
Adultx,194970,197468
Adultx,199358,200421
Adultx,202193,205922
Adultx,207812,213449
Adultx,213752,214275
Adultx,215355,215676
Adultx,216098,216790
Adultx,218258,220030
Adultx,223304,224249
Adultx,224738,225902
Adultx,227809,229885
Adultx,236635,239892
Niñx,239352,239858
Niñx,239892,240027
Niñx,240972,241022
Adultx,241799,244279
Niñx,244026,244094
Niñx,244279,244296
Niñx,244566,245697
Niñx,245950,246389
Niñx,247789,247857
Adultx,247857,249899
Niñx,247874,247975
Adultx,250962,253881
Niñx,251738,252818
Adultx,255062,256581
Adultx,269912,271127
Adultx,271279,276409
Adultx,277101,278468
Adultx,279717,280645
Adultx,280830,281421
Adultx,282585,283210
Adultx,283800,285049
Adultx,286433,287327
Niñx,286585,287057
Adultx,289555,292339
Niñx,289605,290972
Niñx,291867,291917
Adultx,296862,299292
Niñx,297756,298684
Adultx,300000,302532
Adultx,304067,308033
Niñx,304118,304709
Adultx,308725,310986
Adultx,311577,313129
Niñx,311897,312792
Adultx,314226,315255
Adultx,315576,322191
Niñx,316285,320487
Adultx,323052,325549
Niñx,324047,325178
Adultx,327507,335573
Adultx,337750,343774
Adultx,345141,346829
Adultx,349917,355401
Adultx,356144,356852
Adultx,358489,359063
Niñx,359738,360396
Adultx,364429,368631
Adultx,369222,373710
Adultx,377777,380494
Adultx,381743,382283
Adultx,384257,385101
Adultx,387295,388105
Adultx,391379,392155
Adultx,393707,395007
Adultx,400845,402752
Adultx,406819,408000
Adultx,412253,413299
Adultx,414244,415527
Adultx,421332,422884
Adultx,423812,428520
Adultx,430174,431069
Adultx,433380,434393
Adultx,435625,437785
Adultx,438696,440097
Adultx,440586,444636
Adultx,444906,445817
Adultx,446155,450036
Adultx,450745,451454
Adultx,455504,458507
Adultx,458879,459925
Adultx,461747,462912
Adultx,464211,465004
Niñx,465578,466742
Niñx,467502,468025
Adultx,469088,471467
Adultx,473239,475889
Adultx,480377,481035
Adultx,484934,488545
Adultx,489675,490249
Adultx,492089,493219
Adultx,493979,500138
Adultx,501167,501640
Adultx,502652,504846
Adultx,504964,505032
Adultx,505335,505724
Adultx,505977,506027
Adultx,506382,507867
Adultx,509217,511782
Adultx,514532,518211
Niñx,516034,518329
