Sujeto,Onset,Offset
Adultx,30743,32363
Adultx,34945,34995
Niñx,34995,37054
Adultx,36261,36379
Niñx,38100,42758
Adultx,40125,40395
Adultx,41357,41678
Niñx,44175,45593
Niñx,46268,47483
Adultx,47483,47517
Adultx,47635,47652
Niñx,47652,48023
Adultx,48023,49035
Adultx,84912,86110
Niñx,88911,89063
Niñx,92117,92927
Niñx,95391,98344
Niñx,100133,100538
Niñx,106630,113076
Niñx,113515,115034
Niñx,117362,118459
Niñx,119657,120079
Niñx,125969,126036
Niñx,128584,130761
Niñx,141814,142759
Niñx,149121,150252
Niñx,150623,150927
Niñx,152648,154707
Niñx,155669,156462
Niñx,157474,159111
Niñx,161035,163026
Niñx,165709,167025
Niñx,173995,175429
Niñx,176897,178230
Niñx,182145,185352
Niñx,191832,192405
Niñx,193064,196844
Adultx,193435,193452
Niñx,197907,198987
Niñx,200640,201552
Niñx,202412,204977
Niñx,211609,217397
Niñx,219540,221262
Niñx,224181,226915
Niñx,229210,229902
Niñx,229969,230037
Niñx,230054,230222
Adultx,230222,230273
Niñx,230273,230374
Adultx,230374,230442
Niñx,230442,230678
Niñx,230779,233597
Niñx,239048,239858
Niñx,239976,240044
Niñx,240482,241461
Niñx,243030,244785
Niñx,246102,249190
Adultx,246338,246389
Niñx,250017,259197
Adultx,258387,258910
Niñx,260024,263787
Niñx,265694,268967
Niñx,271887,272342
Niñx,272528,273895
Niñx,273962,274030
Niñx,274350,276426
Niñx,277219,279092
Niñx,284020,284644
Niñx,288171,290787
Niñx,298971,299865
Adultx,303797,305789
Adultx,306480,306987
Adultx,323794,325431
Niñx,337750,339572
Niñx,346103,348364
Adultx,346744,347622
Niñx,350102,351284
Niñx,360447,360987
Niñx,362995,365627
Niñx,376967,378537
Niñx,389843,390619
Niñx,391632,391919
Niñx,392189,393319
Niñx,393437,395310
Niñx,395580,396441
Niñx,397217,399833
Adultx,399833,399968
Niñx,399968,400795
Adultx,400795,400879
Niñx,404220,409401
Niñx,414632,416084
Niñx,416404,417602
Niñx,418750,419189
Niñx,419391,419729
Niñx,420404,423897
Adultx,422057,422479
Niñx,423964,424167
Niñx,424302,425753
Niñx,426968,431237
Adultx,427137,427474
Niñx,432284,433532
Niñx,434747,437262
Niñx,437768,437937
Niñx,437970,438021
Niñx,438224,443539
Niñx,444012,444029
Niñx,444062,444822
Niñx,445615,449580
Niñx,449969,450053
Niñx,450677,452213
Niñx,452449,455267
Adultx,453664,453884
Niñx,455976,457090
Niñx,459824,461747
Niñx,465308,465983
Niñx,466270,466388
Niñx,474437,476024
Niñx,476277,478825
Adultx,476327,476378
Adultx,476395,477019
Niñx,479348,479871
Niñx,482436,483415
Niñx,488275,488764
Niñx,490232,490924
Niñx,495767,495936
Niñx,510550,512035
Adultx,512879,512912
Niñx,512912,513165
Adultx,513165,514718
Niñx,515342,516068
Niñx,516895,518211
Niñx,518700,520287
Niñx,520523,520793
Niñx,521080,522784
Niñx,525450,526244
Niñx,527914,530530
Niñx,531070,531610
Niñx,532234,536065
Adultx,533719,534495
Niñx,536402,544587
Niñx,553969,557547
Niñx,558222,558660
Niñx,560399,562019
Niñx,562812,563622
Niñx,568532,568904
Niñx,577594,578235
Niñx,582741,583281
Niñx,591280,597355
Niñx,599093,599464
Adultx,608172,608273
Adultx,608492,608577
Adultx,609994,610619
Niñx,611192,616255
Niñx,616829,621807
Niñx,623241,623663
Adultx,623933,625840
Niñx,625840,625958
Adultx,625958,625975
Niñx,625975,626498
Adultx,626498,626616
Niñx,626616,626650
Adultx,626650,626717
Niñx,626717,626751
Adultx,626751,626852
Niñx,626852,626903
Adultx,626903,626970
Niñx,626970,627038
Niñx,627409,627629
Niñx,627645,630109
Niñx,630143,631037
Niñx,637112,637939
Adultx,645381,645432
Adultx,645482,645719
Adultx,645870,647727
Niñx,648165,652469
Niñx,653835,654595
Niñx,659657,661395
Niñx,661969,663066
Niñx,672719,673883
Niñx,674693,674760
Niñx,674963,675064
Niñx,675250,676937
Niñx,678929,681021
Niñx,685307,687636
Niñx,688969,690758
Niñx,691315,692513
Niñx,693019,694555
Niñx,695196,696664
Adultx,698470,699989
Niñx,700242,700259
Adultx,700259,701592
