Sujeto,Onset,Offset
Niñx,60342,62029
Niñx,63059,65235
Adultx,64155,65185
Adultx,65235,65269
Niñx,65269,65286
Niñx,66552,67328
Niñx,67530,67969
Adultx,67969,67986
Niñx,67986,68290
Niñx,68526,70517
Adultx,69488,70467
Niñx,70990,71445
Niñx,71580,73470
Adultx,72593,72745
Adultx,73015,73319
Adultx,73842,75377
Adultx,75647,76002
Niñx,76508,78617
Adultx,78955,79697
Niñx,80220,81975
Adultx,82515,85064
Niñx,84203,85890
Adultx,85266,86414
Adultx,86987,88860
Niñx,89519,91847
Adultx,92235,92759
Niñx,92995,93029
Adultx,93029,93366
Niñx,93062,95155
Adultx,95155,95189
Adultx,95307,99914
Niñx,95729,96252
Niñx,96876,97770
Adultx,100167,103289
Niñx,103491,106124
Adultx,105060,105567
Niñx,106444,107204
Adultx,107204,107220
Adultx,107423,107963
Niñx,109785,110342
Niñx,110477,111372
Adultx,111726,112755
Adultx,112958,113515
Adultx,114359,119050
Niñx,116063,116535
Niñx,117160,117329
Adultx,119421,119759
Adultx,120349,120990
Adultx,121277,122222
Adultx,123015,126222
Adultx,127352,127656
Adultx,128348,130879
Adultx,133866,135030
Adultx,136819,139047
Niñx,139502,142337
Adultx,141915,142084
Adultx,142489,144143
Adultx,144936,148429
Adultx,148514,150218
Adultx,150454,153087
Adultx,153964,154909
Adultx,156006,157440
Adultx,160005,160394
Adultx,163566,164595
Adultx,164612,164646
Adultx,164865,166215
Adultx,167380,167549
Adultx,168730,172037
Adultx,173151,173286
Adultx,173354,174518
Adultx,182078,183377
Adultx,186297,186465
Adultx,188710,193553
Adultx,200944,201079
Adultx,204657,210951
Adultx,213179,213651
Adultx,214731,216030
Adultx,218545,219540
Adultx,220739,222122
Adultx,223185,223219
Adultx,226662,227708
Adultx,228265,232770
Adultx,235454,237276
Adultx,239807,242524
Adultx,243570,244026
Adultx,245697,249629
Adultx,261272,261846
Adultx,263145,264411
Adultx,266250,267989
Adultx,270807,271515
Adultx,271971,272039
Adultx,272444,272528
Adultx,286905,287310
Adultx,289977,290601
Niñx,295444,295512
Niñx,296136,297115
Adultx,297216,298600
Niñx,299022,299039
Niñx,299055,299292
Adultx,300068,301317
Adultx,302464,303409
Adultx,303747,305822
Adultx,306008,308404
Niñx,312707,312792
Adultx,312792,313214
Adultx,313973,314429
Adultx,315205,319457
Niñx,316032,316234
Adultx,319677,322478
Adultx,323035,323929
Niñx,324672,325448
Adultx,325583,326241
Adultx,326899,328485
Adultx,329228,331050
Niñx,332451,333025
Adultx,333244,334527
Niñx,334594,335843
Adultx,335978,339437
Adultx,339842,341024
Adultx,343032,344382
Adultx,345057,346356
Adultx,348617,350541
Adultx,351959,352904
Adultx,353393,355789
Niñx,356127,357072
Adultx,357224,358320
Adultx,359333,359839
Adultx,361847,365459
Adultx,365965,367163
Adultx,368108,369677
Adultx,370049,371027
Adultx,371820,373069
Adultx,374774,376849
Adultx,378300,378874
Adultx,379735,379971
Adultx,381000,381304
Niñx,386147,386772
Niñx,387869,388544
Adultx,388679,390147
Adultx,393387,396120
Adultx,398550,403107
Adultx,403545,404018
Niñx,405992,406566
Adultx,407629,408827
Niñx,412270,413468
Adultx,413991,415054
