ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,SUR,NAF,EFC
C3F16,5,4,6,5,3,5,6,6,2,5,7,4,7,5,4,6,4,6,4,2,4,4,3,5,6,2,4,5,5,5,6,4,4,,4,4,5.36363636363636,4.08333333333333,4.41666666666667
C3F18,3,4,6,4,1,6,6,3,4,6,2,2,3,4,6,6,4,6,5,5,5,6,4,6,5,6,4,4,3,2,6,2,4,,3,5,4.90909090909091,3.41666666666667,4.66666666666667
C3F19,5,5,6,4,1,4,5,4,1,3,3,4,5,5,5,5,5,3,1,2,4,3,5,4,7,2,6,3,4,5,3,6,3,,4,4,4,3.83333333333333,4.08333333333333
C3F20,6,6,7,6,6,6,6,5,5,5,5,7,5,5,7,6,5,5,5,5,6,7,5,7,7,3,1,5,3,1,5,5,7,,5,6,5.72727272727273,4.83333333333333,5.41666666666667
C3F21,2,4,5,4,3,6,4,4,5,3,2,3,4,5,5,6,5,5,3,3,4,3,4,6,2,7,4,4,2,6,3,4,2,,6,5,3.45454545454545,4.08333333333333,4.66666666666667
C3B06,2,6,7,3,7,7,4,7,6,7,1,5,2,4,7,4,6,6,7,6,4,7,6,5,7,1,5,2,7,4,4,6,4,,7,5,4.45454545454545,5.33333333333333,5.41666666666667
C3C09,5,5,7,5,2,7,6,5,6,6,1,5,7,5,7,7,5,7,7,6,6,7,3,3,2,6,5,2,6,1,7,2,3,,1,4,5.54545454545455,3.91666666666667,5.08333333333333
C3A10,2,5,6,5,2,5,5,4,4,6,2,3,6,2,4,1,4,6,6,3,5,7,2,3,7,3,1,2,5,6,7,4,6,7,2,5,5.08333333333333,3.16666666666667,4.5
C3G03,2,1,7,5,5,7,5,6,6,6,5,1,2,6,6,5,5,6,3,2,4,3,5,6,5,3,4,2,2,7,3,4,1,7,1,1,4,3.75,4.66666666666667
C3G02,3,5,6,2,6,6,3,6,6,3,5,6,4,6,6,3,6,3,2,6,6,1,6,7,6,6,3,2,7,2,3,6,6,2,5,6,2.83333333333333,5.83333333333333,5.25
C3G01,6,3,6,6,2,6,7,2,3,3,4,7,6,3,4,7,4,6,6,4,6,7,2,7,6,3,3,6,2,6,6,2,6,7,6,6,6.08333333333333,3.08333333333333,5.5
C3G04,4,3,7,5,4,2,6,4,6,5,3,3,4,1,6,5,5,6,4,5,6,4,2,5,4,2,5,4,4,6,2,2,6,4,4,6,4.25,3.25,5.33333333333333
C3G05,2,3,1,5,5,7,7,3,5,6,3,4,4,5,6,3,6,6,6,7,6,6,2,7,7,5,5,5,6,2,6,3,6,5,4,5,5.16666666666667,4.33333333333333,5
C3G06,2,5,6,5,3,6,5,5,4,5,6,6,4,5,4,4,6,6,4,4,4,3,4,7,4,6,4,6,5,6,2,3,6,3,4,4,3.91666666666667,4.66666666666667,5.25
C3G07,1,5,7,4,2,,7,4,7,6,4,6,4,4,6,6,6,5,5,2,7,3,2,6,5,4,6,1,5,5,6,4,7,5,6,6,4.41666666666667,4,6.18181818181818
C3G08,6,5,6,4,5,7,6,6,2,3,5,6,5,6,2,4,4,2,6,3,5,7,5,6,7,7,5,4,3,5,4,5,6,7,4,6,5.25,4.83333333333333,4.83333333333333
C3G12,4,5,5,4,6,5,4,4,6,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,3,4,4,4,5,4,4,5,4.08333333333333,4.25,4.5
C3G11,2,5,6,6,4,6,5,5,6,2,6,6,4,2,4,6,6,6,2,6,7,1,3,6,2,6,1,1,2,2,6,6,7,2,2,2,3.25,4.41666666666667,4.91666666666667
C3G13,1,2,7,5,1,4,5,5,6,5,4,,3,2,5,5,1,7,3,1,6,5,1,7,3,5,5,1,6,7,1,2,7,2,6,,3.25,3,6.1
C3G10,2,5,6,2,3,4,5,5,6,7,5,3,5,5,6,2,5,6,6,5,6,6,3,6,5,3,3,2,3,6,3,5,6,6,5,6,4.25,4.33333333333333,5.33333333333333
C3H01,2,6,6,6,5,6,6,6,7,7,7,7,5,5,3,5,5,3,6,5,5,5,3,7,6,5,2,5,3,6,5,3,3,5,3,7,5.25,4.66666666666667,5.16666666666667
C3H02,4,6,7,4,4,,6,6,3,5,5,5,5,6,7,3,6,5,5,3,5,1,6,7,6,5,3,5,4,6,6,6,6,2,4,5,4.33333333333333,5.08333333333333,5.36363636363636
C3H03,4,6,6,3,6,3,3,5,2,4,5,4,4,2,4,6,4,4,4,3,4,3,5,4,5,5,4,4,5,4,4,5,5,3,5,5,3.91666666666667,4.66666666666667,4.08333333333333
C3H04,6,5,4,2,4,5,5,5,6,6,5,6,3,4,5,5,5,5,3,3,6,4,5,6,6,3,5,2,4,5,5,4,5,3,3,6,4.16666666666667,4.16666666666667,5.33333333333333
C3H05,4,3,6,3,3,5,3,3,4,5,5,4,3,4,5,3,5,6,3,5,5,5,3,6,3,6,4,3,5,5,4,5,4,4,3,4,3.58333333333333,4.16666666666667,4.83333333333333
C3H07,2,6,6,4,4,2,3,6,4,6,2,2,6,6,6,6,4,5,6,5,4,6,5,6,6,5,5,5,5,5,3,5,4,6,5,4,4.91666666666667,4.83333333333333,4.41666666666667
C3H06,6,5,7,4,3,4,5,4,4,6,4,5,4,2,6,7,5,6,6,2,6,6,4,7,4,6,4,5,3,3,6,6,5,6,2,7,5.41666666666667,3.83333333333333,5.33333333333333
C3H08,3,5,5,6,6,6,6,6,6,5,4,2,3,6,7,7,5,5,4,6,6,3,7,6,6,3,4,6,5,5,5,5,6,4,5,6,4.83333333333333,5.25,5.33333333333333
C3H09,5,7,7,7,3,1,4,5,6,7,6,1,7,6,6,6,6,2,6,4,4,7,5,5,7,6,2,7,2,4,7,6,6,6,6,5,6.33333333333333,5.16666666666667,4.08333333333333
C3H10,2,2,7,2,2,6,6,2,6,6,3,6,7,6,2,6,2,6,6,6,6,6,2,6,6,6,2,6,2,6,6,2,6,6,2,2,5.41666666666667,3.08333333333333,5.08333333333333
C3H12,4,6,6,4,5,4,4,3,5,2,6,4,5,4,4,6,6,4,3,3,5,2,5,4,5,5,4,5,4,6,4,5,6,3,3,5,3.91666666666667,4.58333333333333,4.75
C3H11,4,6,6,5,4,6,6,6,5,7,2,5,,5,5,6,5,6,6,4,2,6,3,6,6,2,3,1,2,5,5,3,6,6,5,6,5.27272727272727,3.91666666666667,5.08333333333333
C3H14,5,2,6,2,4,7,4,5,4,4,6,5,4,6,5,2,3,6,3,2,6,6,2,7,7,2,4,5,6,6,3,5,5,3,7,5,4,4.16666666666667,5.5
C3H13,3,4,7,5,6,7,6,6,5,4,4,5,4,5,6,6,6,7,4,4,4,3,4,5,3,5,4,3,5,6,4,5,6,4,4,4,4.08333333333333,4.83333333333333,5.5
C3H15,4,6,6,5,3,,6,5,6,6,2,2,4,6,6,7,6,5,3,2,6,3,6,4,6,3,5,3,3,5,3,5,5,4,5,5,4.5,4.33333333333333,5
C3H16,5,6,7,2,2,7,4,6,6,6,6,5,4,2,6,7,6,6,6,2,6,3,5,6,7,3,5,2,5,6,6,6,7,6,5,2,4.83333333333333,4.5,5.75
C3I01,5,6,7,6,4,7,5,6,5,6,1,7,7,7,7,7,7,7,6,2,6,6,7,7,7,1,4,5,1,5,6,7,7,5,7,7,5.91666666666667,4.66666666666667,6.33333333333333
C3I03,5,5,6,7,2,6,6,5,4,3,2,7,7,6,7,7,6,6,6,1,6,2,2,7,7,1,2,2,2,2,6,6,7,2,7,5,5,3.75,5.41666666666667
C3I02,5,6,6,2,1,5,7,6,3,5,7,7,2,6,6,2,6,6,7,1,6,6,6,7,7,7,5,6,2,6,3,4,5,6,7,7,4.83333333333333,4.91666666666667,5.75
C3I04,1,3,5,5,1,5,4,2,7,3,1,3,4,3,7,1,1,7,2,1,7,3,3,6,6,6,7,2,2,6,1,2,1,3,1,6,2.91666666666667,2.16666666666667,5.58333333333333
C3I05,2,5,6,1,5,5,4,6,6,6,4,6,1,5,5,2,4,6,5,2,4,5,3,6,6,3,3,2,5,2,4,3,6,4,5,6,3.5,4.16666666666667,5.08333333333333
C3I06,3,4,6,4,2,2,4,2,6,4,2,5,4,2,6,6,5,6,5,2,4,2,3,6,6,2,4,6,2,5,3,4,5,4,4,5,4.25,2.83333333333333,5
C3I07,4,4,6,3,2,5,5,4,6,4,5,5,4,2,6,6,5,4,4,3,6,4,1,6,6,6,6,4,4,4,5,2,6,3,5,6,4.33333333333333,3.58333333333333,5.5
C3I08,2,5,6,5,2,6,4,5,5,6,3,6,2,3,5,4,5,6,6,5,5,3,5,6,3,4,3,2,2,5,3,5,4,2,2,5,3.5,3.83333333333333,5.16666666666667
C3I09,6,3,7,7,5,6,5,4,6,6,3,7,7,5,2,7,4,2,6,2,6,6,3,4,6,5,5,6,3,3,5,6,6,4,5,5,5.91666666666667,4,4.91666666666667
C3I10,1,4,4,6,2,6,4,3,7,4,1,6,6,3,5,7,3,6,3,5,7,3,3,7,5,1,1,6,5,6,5,2,5,3,1,6,4.41666666666667,2.75,5.5
C3I11,4,6,6,5,6,4,4,5,4,4,4,6,4,5,4,5,4,4,4,3,3,4,4,5,4,3,3,2,5,2,4,5,5,4,4,4,4,4.5,4.16666666666667
C3I12,6,6,6,2,3,5,6,4,4,4,3,4,2,6,5,5,4,4,4,2,6,3,4,5,5,6,4,5,4,4,5,2,6,3,4,4,4.16666666666667,4,4.75
C3I13,4,5,4,6,1,5,1,5,4,5,5,5,7,4,3,4,6,2,5,4,7,6,4,4,5,6,4,3,2,5,,5,5,7,6,2,4.81818181818182,4.41666666666667,4.16666666666667
C3I14,7,5,6,6,3,6,6,6,6,2,4,2,4,4,5,6,5,6,5,2,6,3,2,6,6,2,5,,4,6,4,4,5,5,5,2,4.90909090909091,3.83333333333333,5.08333333333333
C3I16,2,1,7,6,2,7,6,4,6,7,5,6,6,7,7,7,2,7,3,7,7,6,2,6,7,6,1,2,7,7,6,5,7,7,6,6,5.41666666666667,4.5,6.16666666666667
C3I15,5,5,6,4,5,6,4,4,2,3,5,5,,6,5,6,5,5,6,6,4,6,6,6,7,2,5,4,6,6,6,6,5,5,6,6,5.09090909090909,5.16666666666667,5.08333333333333
C3I18,3,6,6,6,5,6,5,4,5,7,2,2,6,2,5,6,4,5,5,2,6,7,3,6,5,2,4,7,3,6,6,5,7,6,3,6,5.75,3.41666666666667,5.33333333333333
C3I20,6,6,7,1,5,7,4,7,7,6,6,6,3,6,5,6,7,4,7,1,7,3,5,7,7,7,7,1,4,7,4,7,7,5,7,7,4.41666666666667,5.66666666666667,6.5
C3A01,6,6,6,6,5,,3,5,5,6,2,6,4,2,5,3,5,5,5,2,6,5,5,6,6,5,5,6,4,3,5,5,3,6,5,6,5.08333333333333,4.25,5.09090909090909
C3A02,4,5,6,5,4,6,5,5,6,5,4,6,4,5,5,5,5,5,4,4,6,3,4,6,5,4,4,2,4,4,4,4,4,3,4,6,4.08333333333333,4.33333333333333,5.33333333333333
C3A03,6,6,6,5,7,5,5,7,6,5,5,6,3,6,6,5,7,7,3,3,7,2,6,7,6,1,6,3,6,7,6,6,6,2,7,7,4.25,5.58333333333333,6.33333333333333
C3A04,6,3,6,7,2,6,7,4,7,3,7,7,7,1,4,6,3,5,7,1,7,3,1,7,6,7,1,6,2,6,7,4,7,2,5,7,5.58333333333333,3.33333333333333,5.83333333333333
C3A05,2,5,7,5,2,4,4,3,4,6,2,4,6,5,6,6,4,6,6,2,6,6,2,6,6,6,4,2,2,6,6,2,7,6,2,4,5.08333333333333,3.08333333333333,5.33333333333333
C3A06,4,5,6,6,5,6,5,4,4,4,3,7,4,5,5,5,4,6,4,3,6,3,5,6,5,4,5,4,3,4,4,4,6,4,5,6,4.33333333333333,4.16666666666667,5.58333333333333
C3A07,7,7,6,7,7,6,6,6,5,7,6,6,6,6,6,7,6,6,6,2,6,3,6,6,7,6,4,6,6,5,3,6,5,3,5,6,5.66666666666667,5.75,5.58333333333333
C3A09,5,6,,4,5,,6,7,,6,3,,7,6,,4,5,,6,6,,4,4,,7,7,,5,5,,7,7,,7,4,,5.66666666666667,5.41666666666667,
C3A10,2,4,,6,2,,4,2,,6,2,,6,2,,1,5,,6,2,,6,1,,6,5,,2,2,,7,3,,7,3,,4.91666666666667,2.75,
C3B03,5,5,6,5,4,6,5,6,6,5,5,5,4,3,5,6,4,5,4,5,5,4,3,6,6,5,5,3,5,6,5,5,7,5,5,5,4.75,4.58333333333333,5.58333333333333
C3B04,5,5,6,3,,7,5,7,4,7,6,6,4,3,6,,5,6,6,3,6,6,5,7,5,7,5,2,2,6,6,4,5,7,7,7,5.09090909090909,4.90909090909091,5.91666666666667
C3B09,4,5,6,5,6,6,5,4,5,5,2,6,5,6,7,6,6,7,3,5,5,5,6,5,5,2,5,2,6,5,4,4,3,6,4,4,4.58333333333333,4.66666666666667,5.33333333333333
C3B11,7,6,5,5,7,1,4,3,1,6,4,5,7,6,4,,4,6,6,6,1,7,3,5,7,6,6,7,2,5,4,5,6,7,5,7,6.09090909090909,4.75,4.33333333333333
C3B12,1,7,7,2,7,5,1,6,5,2,4,6,1,6,7,3,7,6,1,5,7,2,6,7,4,2,6,2,6,4,1,5,5,1,5,6,1.75,5.5,5.91666666666667
C3B13,7,7,2,7,4,1,7,6,5,7,2,1,7,7,2,7,6,6,7,6,5,7,7,1,7,2,2,7,2,2,6,6,5,7,4,1,6.91666666666667,4.91666666666667,2.75
C3B14,2,5,6,5,2,6,5,2,5,5,2,7,2,3,6,5,5,6,3,3,6,3,2,6,3,5,6,2,2,5,3,3,6,6,2,6,3.66666666666667,3,5.91666666666667
C3B15,4,6,6,4,2,5,5,3,7,3,1,6,4,2,7,3,5,6,5,4,7,7,2,6,3,7,4,1,5,5,5,1,4,5,3,6,4.08333333333333,3.41666666666667,5.75
C3A08,,,6,,,6,,,4,,,7,,,6,,,5,,,6,,,7,,,6,,,6,,,7,,,7,,,6.08333333333333
C3B01,,,5,,,6,,,6,,,7,,,5,,,5,,,6,,,7,,,3,,,5,,,7,,,7,,,5.75
C3B02,,,6,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
C3B05,,,4,,,2,,,2,,,4,,,2,,,5,,,3,,,6,,,6,,,6,,,5,,,7,,,4.33333333333333
C3B06,,,6,,,6,,,6,,,5,,,5,,,4,,,7,,,5,,,4,,,5,,,6,,,6,,,5.41666666666667
C3B07,,,5,,,5,,,6,,,2,,,4,,,3,,,7,,,6,,,5,,,7,,,3,,,6,,,4.91666666666667
C3B08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3B10,,,6,,,7,,,4,,,7,,,6,,,7,,,4,,,7,,,4,,,3,,,6,,,7,,,5.66666666666667
